script,original_url,timestamp,digest,query,local_file
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20060702075822,466XREBAFIHKYZF6ZCBHBFEPNCFDHA2M,,20060702075822_466XREBA.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20060713191659,466XREBAFIHKYZF6ZCBHBFEPNCFDHA2M,,20060702075822_466XREBA.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20060719035650,466XREBAFIHKYZF6ZCBHBFEPNCFDHA2M,,20060702075822_466XREBA.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20060825211103,466XREBAFIHKYZF6ZCBHBFEPNCFDHA2M,,20060702075822_466XREBA.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20061006122658,466XREBAFIHKYZF6ZCBHBFEPNCFDHA2M,,20060702075822_466XREBA.html
campeonatos.asp,http://www.bsnpr.com/campeonatos.asp,20061119232221,466XREBAFIHKYZF6ZCBHBFEPNCFDHA2M,,20060702075822_466XREBA.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20070214011452,466XREBAFIHKYZF6ZCBHBFEPNCFDHA2M,,20060702075822_466XREBA.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20040404191217,4DGLNPQPCP5U7XCLWMXJYEENJMSQQEHO,,20040404191217_4DGLNPQP.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp,20050305034700,5RMFG2EVAWQB3PY5KDVRSRP3TRTMJKKK,,20050305034700_5RMFG2EV.html
campeonatos.asp,http://www.bsnpr.com:80/campeonatos.asp?t=5,20020620184916,7PSD4BOAO7EMOLWS2SNSKMJ7J7RKYIC4,t=5,20020620184916_7PSD4BOA.html
campeonatos.asp,http://bsnpr.com:80/campeonatos.asp,20050204122341,AMBOKV22MXZC5MCGORPOMY7N6WZZGFKQ,,20050204122341_AMBOKV22.html
campeonatos.asp,http://bsnpr.com:80/campeonatos.asp?t=5,20020811180133,BM6SRLJO4KV52GQEXOUN7YWAXTMF4SYM,t=5,20020811180133_BM6SRLJO.html
