bsnpr_id,season,franchise_id,games,points,players_source_url,jug05_source_url,jug05_team_raw,jug05_retrieved_at
118,1999,polluelos_aibonito,30,420,https://web.archive.org/web/20090713001227id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=118&e=7,https://web.archive.org/web/20070404080846id_/http://www.bsnpr.com:80/jug05.asp?r3=00032&r2=462676RWYA&r=00120&e=,AIBONITO,2026-09-10T02:11:49Z
118,2000,brujos_guayama,22,231,https://web.archive.org/web/20090713001227id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=118&e=7,https://web.archive.org/web/20070404080846id_/http://www.bsnpr.com:80/jug05.asp?r3=00032&r2=462676RWYA&r=00120&e=,GUAYAMA,2026-09-10T02:11:49Z
118,2001,brujos_guayama,9,88,https://web.archive.org/web/20090713001227id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=118&e=7,https://web.archive.org/web/20070404080846id_/http://www.bsnpr.com:80/jug05.asp?r3=00032&r2=462676RWYA&r=00120&e=,GUAYAMA,2026-09-10T02:11:49Z
118,2002,titanes_morovis,18,124,https://web.archive.org/web/20090713001227id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=118&e=7,https://web.archive.org/web/20070404080846id_/http://www.bsnpr.com:80/jug05.asp?r3=00032&r2=462676RWYA&r=00120&e=,MOROVIS,2026-09-10T02:11:49Z
118,2003,vaqueros_bayamon,26,76,https://web.archive.org/web/20090713001227id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=118&e=7,https://web.archive.org/web/20070404080846id_/http://www.bsnpr.com:80/jug05.asp?r3=00032&r2=462676RWYA&r=00120&e=,BAYAMON,2026-09-10T02:11:49Z
118,2004,atleticos_san_german,30,237,https://web.archive.org/web/20090713001227id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=118&e=7,https://web.archive.org/web/20070404080846id_/http://www.bsnpr.com:80/jug05.asp?r3=00032&r2=462676RWYA&r=00120&e=,SAN GERMAN,2026-09-10T02:11:49Z
120,1997,mets_guaynabo,32,175,https://web.archive.org/web/20091209192040id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=120&e=,https://web.archive.org/web/20061119230941id_/http://www.bsnpr.com/jug05.asp?r2=462736RX0U&r3=00147&r=00064&e=CAGUAS,GUAYNABO,2026-09-10T02:02:15Z
120,1998,mets_guaynabo,29,299,https://web.archive.org/web/20091209192040id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=120&e=,https://web.archive.org/web/20061119230941id_/http://www.bsnpr.com/jug05.asp?r2=462736RX0U&r3=00147&r=00064&e=CAGUAS,GUAYNABO,2026-09-10T02:02:15Z
120,1999,polluelos_aibonito,30,291,https://web.archive.org/web/20091209192040id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=120&e=,https://web.archive.org/web/20061119230941id_/http://www.bsnpr.com/jug05.asp?r2=462736RX0U&r3=00147&r=00064&e=CAGUAS,AIBONITO,2026-09-10T02:02:15Z
120,2001,brujos_guayama,12,222,https://web.archive.org/web/20091209192040id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=120&e=,https://web.archive.org/web/20061119230941id_/http://www.bsnpr.com/jug05.asp?r2=462736RX0U&r3=00147&r=00064&e=CAGUAS,GUAYAMA,2026-09-10T02:02:15Z
120,2002,titanes_morovis,15,130,https://web.archive.org/web/20091209192040id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=120&e=,https://web.archive.org/web/20061119230941id_/http://www.bsnpr.com/jug05.asp?r2=462736RX0U&r3=00147&r=00064&e=CAGUAS,MOROVIS,2026-09-10T02:02:15Z
120,2003,indios_mayaguez,12,73,https://web.archive.org/web/20091209192040id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=120&e=,https://web.archive.org/web/20061119230941id_/http://www.bsnpr.com/jug05.asp?r2=462736RX0U&r3=00147&r=00064&e=CAGUAS,MAYAGUEZ,2026-09-10T02:02:15Z
