franchise_id,season,season_source,slug,timestamp,original_url,status,local_file
cangrejeros_santurce,2010,year_param,Cangrejeros_de_Santurce,20140110084826,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,ok,cangrejeros_santurce_2010.html
cangrejeros_santurce,2011,year_param,Cangrejeros_de_Santurce,20140110084831,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2011,ok,cangrejeros_santurce_2011.html
cangrejeros_santurce,2013,year_param,Cangrejeros_de_Santurce,20140110084836,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2013,ok,cangrejeros_santurce_2013.html
cangrejeros_santurce,2014,capture_year,Cangrejeros_de_Santurce,20141016232747,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,ok,cangrejeros_santurce_2014.html
cangrejeros_santurce,2015,capture_year,Cangrejeros_de_Santurce,20150516202755,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,ok,cangrejeros_santurce_2015.html
cangrejeros_santurce,2016,capture_year,Cangrejeros_de_Santurce,20160918132100,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,ok,cangrejeros_santurce_2016.html
cangrejeros_santurce,2017,capture_year,Cangrejeros-de-Santurce,20171026092152,http://basketball.latinbasket.com/team/Puerto-Rico/Cangrejeros-de-Santurce/2635,ok,cangrejeros_santurce_2017.html
capitanes_arecibo,2009,year_param,Capitanes_de_Arecibo,20150110124304,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,ok,capitanes_arecibo_2009.html
capitanes_arecibo,2010,year_param,Capitanes_de_Arecibo,20150110124312,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,ok,capitanes_arecibo_2010.html
capitanes_arecibo,2011,year_param,Capitanes_de_Arecibo,20150110124318,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2011,ok,capitanes_arecibo_2011.html
capitanes_arecibo,2012,year_param,Capitanes_de_Arecibo,20150110124323,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,ok,capitanes_arecibo_2012.html
capitanes_arecibo,2013,year_param,Capitanes_de_Arecibo,20150110124328,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2013,ok,capitanes_arecibo_2013.html
capitanes_arecibo,2014,capture_year,Capitanes_de_Arecibo,20141015195216,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187,ok,capitanes_arecibo_2014.html
capitanes_arecibo,2015,year_param,Capitanes_de_Arecibo,20140804055731,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2014-2015,ok,capitanes_arecibo_2015.html
capitanes_arecibo,2016,capture_year,Capitanes-de-Arecibo,20160709120133,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes-de-Arecibo/2187,ok,capitanes_arecibo_2016.html
capitanes_arecibo,2017,year_param,Capitanes-de-Arecibo,20170703152251,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Year=2016-2017,ok,capitanes_arecibo_2017.html
capitanes_arecibo,2018,year_param,Capitanes-de-Arecibo,20171115170726,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Page=1&Year=2017-2018,ok,capitanes_arecibo_2018.html
capitanes_arecibo,2019,capture_year,Capitanes-de-Arecibo,20190325112059,https://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187,ok,capitanes_arecibo_2019.html
cariduros_fajardo,2013,capture_year,Cariduros_de_Fajardo,20131117123345,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cariduros_de_Fajardo/10934,ok,cariduros_fajardo_2013.html
cariduros_fajardo,2017,capture_year,Cariduros_de_Fajardo,20171104130224,http://basketball.latinbasket.com/team/Puerto-Rico/Cariduros_de_Fajardo/10934?Page=1,ok,cariduros_fajardo_2017.html
cariduros_fajardo,2018,capture_year,Cariduros-de-Fajardo,20181012124202,https://basketball.latinbasket.com/team/Puerto-Rico/Cariduros-de-Fajardo/10934,ok,cariduros_fajardo_2018.html
cariduros_fajardo,2019,capture_year,Cariduros-de-Fajardo,20190721093627,https://basketball.latinbasket.com/team/Puerto-Rico/Cariduros-de-Fajardo/10934,ok,cariduros_fajardo_2019.html
cariduros_fajardo,2020,capture_year,Cariduros-de-Fajardo,20200530072933,https://basketball.latinbasket.com/team/Puerto-Rico/Cariduros-de-Fajardo/10934,ok,cariduros_fajardo_2020.html
criollos_caguas,2014,capture_year,Criollos_de_Caguas,20140122055531,http://basketball.latinbasket.com:80/team/Puerto-Rico/Criollos_de_Caguas/6951,ok,criollos_caguas_2014.html
gigantes_carolina,2014,capture_year,Gigantes_de_Carolina,20141231160129,http://basketball.latinbasket.com:80/team/Puerto-Rico/Gigantes_de_Carolina/9342?,ok,gigantes_carolina_2014.html
gigantes_carolina,2017,capture_year,Gigantes-de-Carolina,20170923122140,http://basketball.latinbasket.com:80/team/Puerto-Rico/Gigantes-de-Carolina/9342?,ok,gigantes_carolina_2017.html
indios_mayaguez,2013,capture_year,Indios_de_Mayaguez,20131117123350,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,ok,indios_mayaguez_2013.html
indios_mayaguez,2014,capture_year,Indios_de_Mayaguez,20140918102201,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,ok,indios_mayaguez_2014.html
indios_mayaguez,2015,capture_year,Indios_de_Mayaguez,20150516181941,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,ok,indios_mayaguez_2015.html
indios_mayaguez,2016,capture_year,Indios-de-Mayaguez,20161220062544,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios-de-Mayaguez/10936,ok,indios_mayaguez_2016.html
indios_mayaguez,2017,capture_year,Indios_de_Mayaguez,20171104080231,http://basketball.latinbasket.com/team/Puerto-Rico/Indios_de_Mayaguez/10936?Page=1,ok,indios_mayaguez_2017.html
indios_mayaguez,2018,capture_year,Indios-de-Mayaguez,20181012124056,https://basketball.latinbasket.com/team/Puerto-Rico/Indios-de-Mayaguez/10936,ok,indios_mayaguez_2018.html
indios_mayaguez,2019,capture_year,Indios-de-Mayaguez,20190721092113,https://basketball.latinbasket.com/team/Puerto-Rico/Indios-de-Mayaguez/10936,ok,indios_mayaguez_2019.html
leones_ponce,2009,year_param,Leones_de_Ponce,20140122015854,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2009,ok,leones_ponce_2009.html
