tranche,key,original_url,timestamp,digest,local_file
B,1757,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1757&e=,20070828230552,H4Q4LVYV3TI7T77NOFK2QWFCJSIXG2GV,1757_20070828230552.html
B,1759,https://www.bsnpr.com/jugadores/jugador.asp?id=1759&e,20190209180827,AW7PP5P4FJBETOCIRBBENFQAIG2DCGAB,1759_20190209180827.html
B,176,http://www.bsnpr.com:80/jugadores/jugador.asp?id=176&e=,20070828224035,Z5FX3NNZCC4QWXLCSSDKXEZTZ7EIO4VQ,176_20070828224035.html
B,1760,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1760&e=9,20100225110954,OABEZCMYJG3B2LJNN5E6PZUWIRW45MKV,1760_20100225110954.html
B,1762,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1762&e=,20080409133830,WNPVHRLMALBZXJWTDGF26ONO2DNNPNID,1762_20080409133830.html
B,1764,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1764&e=,20070828230006,3WIWWIFMRXCKEPD4GURV6GIAMBB45PCJ,1764_20070828230006.html
B,1766,http://bsnpr.com:80/jugadores/jugador.asp?id=1766&e=,20090830021428,6XL2WNJ3ADR2MGICPZIXUJT6IOW3VPRV,1766_20090830021428.html
B,1768,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1768&e=,20070829042322,K3ZQVW6ZIK76N66LKRD6PK5ELJIBT645,1768_20070829042322.html
B,1770,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1770&e=,20070829040308,HRP23X5OEJ7V75W4ISURP7C5WD52PIQR,1770_20070829040308.html
B,1771,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1771&e=,20091209192745,T46QZ5PAWKHPQOBPAU66RW42CM73AF7J,1771_20091209192745.html
B,1776,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1776&e=,20070829035448,FIXWIQU6KJHYQLZDSIZIP4S36TZAZ7UE,1776_20070829035448.html
B,1781,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1781&e=,20070828231720,CWJGXGXGE2XM3KOBMYUDRD5ZEV2ZVN2S,1781_20070828231720.html
B,1784,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1784&e=,20070828225052,3QWNGMG3OUXBTLKGAFOBZ456LYMKA4FQ,1784_20070828225052.html
B,1790,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1790&e=,20070829040100,ZS57KLVYKNMTQZ7DJYV2DR4SCSVY6PGY,1790_20070829040100.html
B,1791,http://bsnpr.com:80/jugadores/jugador.asp?id=1791&e=,20090829072340,ZWVAG7M36SBHGLXDAZMFYRZ2OLHAJKVF,1791_20090829072340.html
B,1794,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1794&e=,20070829041820,CYV4SHBX6Z5575UWOAPTSH6LIZY2EYD4,1794_20070829041820.html
B,1802,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1802&e=,20070829040043,T6YWDASGXO5NYNZXYQU7BQRQW75GEG53,1802_20070829040043.html
B,1806,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1806&e=,20070829041901,DQP7QQZZPYFMFVBNPKYJENY4HVGB27YH,1806_20070829041901.html
B,1808,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1808&e=,20070828224412,KLSMGTKTL6RZEB7AP5XCGBOUIK26F6PE,1808_20070828224412.html
B,1815,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1815&e=,20070828224449,Z7WCSQ2GANGIGM3TUTNIBL4GAWZZ23IL,1815_20070828224449.html
B,1819,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1819&e=,20070829040313,OZRSLQQO43L6JWZZOZZGQXT7A5YNI2C4,1819_20070829040313.html
B,1824,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1824&e=,20070828231443,RFVXUJLBOWXFWJSTPNJYKWJ2F6ZUMJYZ,1824_20070828231443.html
B,1827,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1827&e=,20070829035406,N7CGJWJL4UKM52W723EYRYLIAFTUKDXQ,1827_20070829035406.html
B,1828,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1828&e=,20070828230758,7DCHNSKUSETCADYSVVKXU2ZO6WZ6ZWZH,1828_20070828230758.html
B,1829,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1829&e=,20080411054235,3JXRJLUNBH44M7RW5TD47ATMVHWAS623,1829_20080411054235.html
B,1832,http://www.bsnpr.com:80/jugadores/jugador.asp?id=1832&e=,20070828224702,RJEBET4JCUNYUFWQYZCRZ2NCXTTJ4VLD,1832_20070828224702.html
B,1836,https://www.bsnpr.com/jugadores/jugador.asp?id=1836&e=,20210320073121,6ZTBOO6Q6IOCBTXLD2TAWXTZDUP7SQQE,1836_20210320073121.html
