bsnpr_id,season,city_token,team_raw_a,source_id_a,games_a,points_a,source_url_a,team_raw_b,source_id_b,games_b,points_b,source_url_b,jug05_retrieved_at
1066,2006,morovis,"Titanes, Morovis",wayback_bsnpr_players,26,159,https://web.archive.org/web/20080210080410id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1066&e=,MOROVIS,wayback_bsnpr_jug05,29,161,https://web.archive.org/web/20061211114448id_/http://www.bsnpr.com:80/jug05.asp?r3=CPMHG&r2=QRMQFFHFSK&r=00533&e=,2026-09-10T02:02:29Z
1127,2005,santurce,"Cangrejeros, Santurce",wayback_bsnpr_players,23,133,https://web.archive.org/web/20110412235156id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1127&e=14,SANTURCE,wayback_bsnpr_jug05,2,2,https://web.archive.org/web/20050924073312id_/http://www.bsnpr.com:80/jug05.asp?r2=462706RWZQ&r=00101&e=ARECIBO,2026-09-10T01:47:56Z
1234,2001,mayaguez,"Indios, Mayaguez",wayback_bsnpr_players,13,27,https://web.archive.org/web/20190220003341id_/https://www.bsnpr.com/jugadores/jugador.asp?id=1234,MAYAGUEZ,wayback_bsnpr_jug05,11,16,https://web.archive.org/web/20060528213827id_/http://www.bsnpr.com:80/jug05.asp?r2=PVWYCJKBPH&r3=NBDGR&r=00600&e=SANTURCE,2026-09-10T02:01:07Z
1284,2002,carolina,"Gigantes, Carolina",wayback_bsnpr_players,29,376,https://web.archive.org/web/20080411054818id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1284&e=,CAROLINA,wayback_bsnpr_jug05,29,373,https://web.archive.org/web/20061119231056id_/http://www.bsnpr.com/jug05.asp?r2=462696RWZ6&r3=00075&r=00559&e=MOROVIS,2026-09-10T01:54:51Z
1284,2006,morovis,"Titanes, Morovis",wayback_bsnpr_players,7,67,https://web.archive.org/web/20080411054818id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1284&e=,MOROVIS,wayback_bsnpr_jug05,12,72,https://web.archive.org/web/20061119231056id_/http://www.bsnpr.com/jug05.asp?r2=462696RWZ6&r3=00075&r=00559&e=MOROVIS,2026-09-10T01:54:51Z
1286,2001,aibonito,"Polluelos, Aibonito",wayback_bsnpr_players,26,285,https://web.archive.org/web/20080228053258id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1286&e=5,AIBONITO,wayback_bsnpr_jug05,26,292,https://web.archive.org/web/20070404075323id_/http://www.bsnpr.com:80/jug05.asp?r3=00160&r2=462736RX14&r=00117&e=,2026-09-10T02:10:26Z
1293,2001,caguas,"Criollos, Caguas",wayback_bsnpr_players,26,288,https://web.archive.org/web/20090422185032id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1293&e=9,CAGUAS,wayback_bsnpr_jug05,26,343,https://web.archive.org/web/20061008162018id_/http://www.bsnpr.com:80/jug05.asp?r3=00162&r2=462746RX16&r=00011&e=,2026-09-10T01:57:04Z
1442,2001,san german,"Atleticos, San German",wayback_bsnpr_players,21,283,https://web.archive.org/web/20070828230728id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1442&e=,SAN GERMAN,wayback_bsnpr_jug05,22,297,https://web.archive.org/web/20050409232452id_/http://www.bsnpr.com:80/jug05.asp?r2=462686RWYW&r=00063&e=CAROLINA,2026-09-10T01:48:11Z
1462,2001,caguas,"Criollos, Caguas",wayback_bsnpr_players,26,377,https://web.archive.org/web/20070829035055id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1462&e=,CAGUAS,wayback_bsnpr_jug05,26,427,https://web.archive.org/web/20061119230314id_/http://www.bsnpr.com/jug05.asp?r2=462676RWYH&r3=00041&r=00041&e=SAN%20GERMAN,2026-09-10T01:58:53Z
1462,2006,san german,"Atleticos, San German",wayback_bsnpr_players,5,9,https://web.archive.org/web/20070829035055id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1462&e=,SAN GERMAN,wayback_bsnpr_jug05,9,9,https://web.archive.org/web/20061119230314id_/http://www.bsnpr.com/jug05.asp?r2=462676RWYH&r3=00041&r=00041&e=SAN%20GERMAN,2026-09-10T01:58:53Z
1497,2000,guaynabo,"Mets, Guaynabo",wayback_bsnpr_players,4,5,https://web.archive.org/web/20100310231433id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1497&e=7,GUAYNABO,wayback_bsnpr_jug05,3,5,https://web.archive.org/web/20070224021002id_/http://www.bsnpr.com:80/jug05.asp?r=00524,2026-09-10T02:12:32Z
1512,2001,caguas,"Criollos, Caguas",wayback_bsnpr_players,26,287,https://web.archive.org/web/20100227055903id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1512&e=8,CAGUAS,wayback_bsnpr_jug05,25,265,https://web.archive.org/web/20061119231048id_/http://www.bsnpr.com/jug05.asp?r2=462686RWYO&r3=00054&r=00089&e=MOROVIS,2026-09-10T02:06:48Z
1562,2000,bayamon,"Vaqueros, Bayamon",wayback_bsnpr_players,9,16,https://web.archive.org/web/20140122195655id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1562&e=,BAYAMON,wayback_bsnpr_jug05,6,12,https://web.archive.org/web/20061119231617id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1L&r3=00183&r=00088&e=PONCE,2026-09-10T01:56:11Z
1575,2001,santurce,"Cangrejeros, Santurce",wayback_bsnpr_players,11,23,https://web.archive.org/web/20090110113911id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1575&e=,SANTURCE,wayback_bsnpr_jug05,10,25,https://web.archive.org/web/20070224095549id_/http://www.bsnpr.com:80/jug05.asp?r=00008,2026-09-10T02:10:48Z
1628,2002,carolina,"Gigantes, Carolina",wayback_bsnpr_players,5,105,https://web.archive.org/web/20091006104719id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1628&e=,CAROLINA,wayback_bsnpr_jug05,6,105,https://web.archive.org/web/20061211012026id_/http://www.bsnpr.com:80/jug05.asp?r3=SBEVR&r2=ZBCOCSGWCF&r=00067&e=,2026-09-10T01:57:32Z
1660,2001,caguas,"Criollos, Caguas",wayback_bsnpr_players,26,216,https://web.archive.org/web/20090110135722id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1660&e=,CAGUAS,wayback_bsnpr_jug05,26,215,https://web.archive.org/web/20050501125413id_/http://www.bsnpr.com:80/jug05.asp?r2=462736RX0V&r3=00148&e=COAMO,2026-09-10T01:53:25Z
1685,2000,coamo,"Maratonistas, Coamo",wayback_bsnpr_players,28,549,https://web.archive.org/web/20100310065704id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1685&e=7,COAMO,wayback_bsnpr_jug05,27,549,https://web.archive.org/web/20061207122823id_/http://www.bsnpr.com:80/jug05.asp?r3=00266&r2=462796RX3P&r=00047&e=,2026-09-10T02:01:32Z
1685,2001,aibonito,"Polluelos, Aibonito",wayback_bsnpr_players,26,603,https://web.archive.org/web/20100310065704id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1685&e=7,AIBONITO,wayback_bsnpr_jug05,25,583,https://web.archive.org/web/20061207122823id_/http://www.bsnpr.com:80/jug05.asp?r3=00266&r2=462796RX3P&r=00047&e=,2026-09-10T02:01:32Z
1753,2001,aibonito,"Polluelos, Aibonito",wayback_bsnpr_players,26,308,https://web.archive.org/web/20080803172233id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1753&e=,AIBONITO,wayback_bsnpr_jug05,26,305,https://web.archive.org/web/20061213195853id_/http://www.bsnpr.com:80/jug05.asp?r3=00245&r2=462786RX37&r=00142&e=,2026-09-10T02:01:55Z
1759,2001,mayaguez,"Indios, Mayaguez",wayback_bsnpr_players,23,322,https://web.archive.org/web/20190209180827id_/https://www.bsnpr.com/jugadores/jugador.asp?id=1759&e,MAYAGUEZ,wayback_bsnpr_jug05,24,313,https://web.archive.org/web/20061216221534id_/http://www.bsnpr.com:80/jug05.asp?r3=00208&r2=462766RX2A&r=00075&e=,2026-09-10T01:53:43Z
1760,2001,santurce,"Cangrejeros, Santurce",wayback_bsnpr_players,24,353,https://web.archive.org/web/20100225110954id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1760&e=9,SANTURCE,wayback_bsnpr_jug05,24,357,https://web.archive.org/web/20060618111024id_/http://www.bsnpr.com:80/jug05.asp?r=00109,2026-09-10T01:58:29Z
1760,2002,santurce,"Cangrejeros, Santurce",wayback_bsnpr_players,19,150,https://web.archive.org/web/20100225110954id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1760&e=9,SANTURCE,wayback_bsnpr_jug05,20,164,https://web.archive.org/web/20060618111024id_/http://www.bsnpr.com:80/jug05.asp?r=00109,2026-09-10T01:58:29Z
1766,2001,ponce,"Leones, Ponce",wayback_bsnpr_players,17,35,https://web.archive.org/web/20090830021428id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1766&e=,PONCE,wayback_bsnpr_jug05,19,57,https://web.archive.org/web/20061206190246id_/http://www.bsnpr.com:80/jug05.asp?r3=00204&r2=462766RX26&r=00005&e=,2026-09-10T01:56:32Z
1766,2002,ponce,"Leones, Ponce",wayback_bsnpr_players,23,128,https://web.archive.org/web/20090830021428id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1766&e=,PONCE,wayback_bsnpr_jug05,24,130,https://web.archive.org/web/20061206190246id_/http://www.bsnpr.com:80/jug05.asp?r3=00204&r2=462766RX26&r=00005&e=,2026-09-10T01:56:32Z
1791,2001,quebradillas,"Piratas, Quebradillas",wayback_bsnpr_players,14,24,https://web.archive.org/web/20090829072340id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1791&e=,QUEBRADILLAS,wayback_bsnpr_jug05,12,16,https://web.archive.org/web/20070404080215id_/http://www.bsnpr.com:80/jug05.asp?r3=00226&r2=462776RX2Q&r=00077&e=,2026-09-10T02:10:33Z
1836,2001,caguas,"Criollos, Caguas",wayback_bsnpr_players,4,0,https://web.archive.org/web/20210320073121id_/https://www.bsnpr.com/jugadores/jugador.asp?id=1836&e=,CAGUAS,wayback_bsnpr_jug05,5,6,https://web.archive.org/web/20060427041711id_/http://www.bsnpr.com:80/jug05.asp?r2=ARCZIFCHXN&r3=CMIFD&r=NA%20%20%20&e=ARECIBO,2026-09-10T01:59:34Z
1948,2001,san german,"Atleticos, San German",wayback_bsnpr_players,5,1,https://web.archive.org/web/20091004043908id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1948&e=,SAN GERMAN,wayback_bsnpr_jug05,5,2,https://web.archive.org/web/20061206190335id_/http://www.bsnpr.com:80/jug05.asp?r3=NELHP&r2=QCVRXUMZKI&r=00042&e=,2026-09-10T01:59:49Z
1970,2001,quebradillas,"Piratas, Quebradillas",wayback_bsnpr_players,22,504,https://web.archive.org/web/20090517055847id_/http://bsnpr.com:80/jugadores/jugador.asp?id=1970&e=,QUEBRADILLAS,wayback_bsnpr_jug05,23,538,https://web.archive.org/web/20060224014915id_/http://www.bsnpr.com:80/jug05.asp?r2=462766RX2J&r3=00219&r=00111&e=SANTURCE,2026-09-10T01:53:59Z
1992,2001,quebradillas,"Piratas, Quebradillas",wayback_bsnpr_players,21,430,https://web.archive.org/web/20110412235216id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1992&e=14,QUEBRADILLAS,wayback_bsnpr_jug05,20,382,https://web.archive.org/web/20070404014145id_/http://www.bsnpr.com:80/jug05.asp?r3=00220&r2=462776RX2K&r=00113&e=,2026-09-10T02:10:39Z
1995,2006,caguas,"Criollos, Caguas",wayback_bsnpr_players,5,39,https://web.archive.org/web/20170715115934id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=1995&e=,CAGUAS,wayback_bsnpr_jug05,24,194,https://web.archive.org/web/20061119230912id_/http://www.bsnpr.com/jug05.asp?r2=462686RWYM&r3=00050&r=00024&e=CAGUAS,2026-09-10T02:08:19Z
2000,2000,guayama,"Brujos, Guayama",wayback_bsnpr_players,11,20,https://web.archive.org/web/20080501072453id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2000&e=13,GUAYAMA,wayback_bsnpr_jug05,10,20,https://web.archive.org/web/20061212190229id_/http://www.bsnpr.com:80/jug05.asp?r3=VUWKH&r2=QQUHMPOFDN&r=00061&e=,2026-09-10T01:56:09Z
2028,2001,bayamon,"Vaqueros, Bayamon",wayback_bsnpr_players,4,42,https://web.archive.org/web/20130428000129id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2028&e=,BAYAMON,wayback_bsnpr_jug05,5,49,https://web.archive.org/web/20060427025909id_/http://www.bsnpr.com:80/jug05.asp?r3=00002&r2=462656RWXM&r=00115&e=,2026-09-10T01:58:38Z
2037,2001,san german,"Atleticos, San German",wayback_bsnpr_players,26,476,https://web.archive.org/web/20201209030505id_/https://www.bsnpr.com/jugadores/jugador.asp?id=2037&e=,SAN GERMAN,wayback_bsnpr_jug05,22,404,https://web.archive.org/web/20061208064021id_/http://www.bsnpr.com:80/jug05.asp?r3=00199&r2=462756RX21&r=00082&e=,2026-09-10T01:55:22Z
2067,2000,morovis,"Titanes, Morovis",wayback_bsnpr_players,17,32,https://web.archive.org/web/20140122195735id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2067&e=,MOROVIS,wayback_bsnpr_jug05,16,32,https://web.archive.org/web/20061119230520id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1M&r3=CVJWU&r=00126&e=COAMO,2026-09-10T01:57:27Z
2067,2006,coamo,"Maratonistas, Coamo",wayback_bsnpr_players,13,140,https://web.archive.org/web/20140122195735id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2067&e=,COAMO,wayback_bsnpr_jug05,25,227,https://web.archive.org/web/20061119230520id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1M&r3=CVJWU&r=00126&e=COAMO,2026-09-10T01:57:27Z
2074,2000,san german,"Atleticos, San German",wayback_bsnpr_players,28,336,https://web.archive.org/web/20100216125742id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2074&e=5,SAN GERMAN,wayback_bsnpr_jug05,26,323,https://web.archive.org/web/20060618110957id_/http://www.bsnpr.com:80/jug05.asp?r=00095,2026-09-10T01:55:46Z
2074,2001,ponce,"Leones, Ponce",wayback_bsnpr_players,25,267,https://web.archive.org/web/20100216125742id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2074&e=5,PONCE,wayback_bsnpr_jug05,26,252,https://web.archive.org/web/20060618110957id_/http://www.bsnpr.com:80/jug05.asp?r=00095,2026-09-10T01:55:46Z
2074,2002,ponce,"Leones, Ponce",wayback_bsnpr_players,21,281,https://web.archive.org/web/20100216125742id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2074&e=5,PONCE,wayback_bsnpr_jug05,22,294,https://web.archive.org/web/20060618110957id_/http://www.bsnpr.com:80/jug05.asp?r=00095,2026-09-10T01:55:46Z
2090,2001,santurce,"Cangrejeros, Santurce",wayback_bsnpr_players,24,280,https://web.archive.org/web/20200215225342id_/https://www.bsnpr.com/jugadores/jugador.asp?id=2090,SANTURCE,wayback_bsnpr_jug05,24,273,https://web.archive.org/web/20060528213746id_/http://www.bsnpr.com:80/jug05.asp?r2=462796RX3G&r3=00257&r=00106&e=SANTURCE,2026-09-10T01:53:47Z
2090,2002,santurce,"Cangrejeros, Santurce",wayback_bsnpr_players,28,249,https://web.archive.org/web/20200215225342id_/https://www.bsnpr.com/jugadores/jugador.asp?id=2090,SANTURCE,wayback_bsnpr_jug05,29,251,https://web.archive.org/web/20060528213746id_/http://www.bsnpr.com:80/jug05.asp?r2=462796RX3G&r3=00257&r=00106&e=SANTURCE,2026-09-10T01:53:47Z
2145,2001,santurce,"Cangrejeros, Santurce",wayback_bsnpr_players,5,3,https://web.archive.org/web/20140122195742id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2145&e=,SANTURCE,wayback_bsnpr_jug05,6,4,https://web.archive.org/web/20061215015245id_/http://www.bsnpr.com:80/jug05.asp?r3=OJXVC&r2=OKXSWMUWLG&r=00601&e=,2026-09-10T01:53:50Z
2201,2001,mayaguez,"Indios, Mayaguez",wayback_bsnpr_players,26,113,https://web.archive.org/web/20080325084900id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2201&e=12,MAYAGUEZ,wayback_bsnpr_jug05,26,119,https://web.archive.org/web/20070224202719id_/http://www.bsnpr.com:80/jug05.asp?r2=462736RX12&r3=00158&r=00010&e=SAN+GERMAN,2026-09-10T02:10:08Z
2290,2003,bayamon,"Vaqueros, Bayamon",wayback_bsnpr_players,12,160,https://web.archive.org/web/20170715121633id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2290&e=,BAYAMON,wayback_bsnpr_jug05,4,34,https://web.archive.org/web/20061208064222id_/http://www.bsnpr.com:80/jug05.asp?r3=00185&r2=462756RX1N&r=00044&e=,2026-09-10T01:53:57Z
