script,timestamp,digest,r,cuarto,capture_year,original_url
a2gamestatpbp.asp,20010726171805,3EQKSA6ISTRANJKWSTC25S4GPYI7AGQM,BS21056,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21056&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20010727162200,YEBRQ2YD6NSUSUQ5BB7XBQZN3VTGYRXC,BS21057,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21057&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20010917092857,BVDGFVPMZOHVD4B2LY2XULVTPA3WV4OU,BS21157,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21157&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20010917093510,OMPQFKPLA4C7IDLHE7VPIMKLXGSPSBSI,BS21200,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21200&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20010917094937,OUPXURKCPVMJFV4QRYKHBKCTBTYF3F3R,BS21222,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21222&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20010917095432,TDDK6Y6EZGJT4X5GKX7NU723YVK4V4EH,BS21233,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21233&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20010917101159,YM37ANBQQPHIBCFJULDRK2UBUYBUAUGF,BS21151,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21151&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20010917101613,5G4DEQBKOXE7UGHVIEFHOM5OYSZBSKD2,BS21186,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21186&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20010917103511,VUXZ3PNOMA2GGMWUZECYRH2MJYH5FNMR,BS21228,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21228&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20010917103704,6WQMLYOSZ5NEOOYONHIVOYRV32LGQ4DO,BS21238,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21238&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20010924202307,2XIPWIZWMGJ4MNLMJEU46WGB3F24LZPH,BS21233,5,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21233&cuarto=5&lang=ES&serie=4
a2gamestatpbp.asp,20010924202958,4NNMOYVKREYL2XR473T52OYAJA4HOYE5,BS21200,4,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21200&cuarto=4&lang=ES&serie=4
a2gamestatpbp.asp,20010924203411,72XJQ5HX6BYTVGZNT2HOYGGEKGSCMK6E,BS21205,2,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21205&cuarto=2&lang=ES&serie=4
a2gamestatpbp.asp,20010924204730,25WVT4WP6VPIT52ZABYS24GJLANOGNXR,BS21225,2,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21225&cuarto=2&lang=ES&serie=4
a2gamestatpbp.asp,20011101180339,NH6WV2QOD755M3QWJOORPDZU5XCISIZ3,BS21020,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21020&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011101181946,W64OSQR34HZMCQB4NX6K7LVMYN5PQZFR,BS21025,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21025&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011101193447,IAP42A42D5BF4IDJ36P2USYE5IWHPJBG,BS21034,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21034&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011101195002,OCPYSPY6T5D63Z2FUNKCYHDXIUGOQXEJ,BS21045,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21045&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011111212929,XLGXUOI3EYUCEKAXP77LACEKDSJO5DRJ,BS21062,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21062&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011111213550,G24VINTJVEMT4KJWXJCWVLLQQCAKTSUS,BS21055,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21055&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011111215013,EUSIHXSK7KT2SOZQMHOVGRMRKIWHOOOJ,BS21073,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21073&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011111215130,HNHOT7AIFYHEKWJRHFHD6M2RJGAKBRNQ,BS21065,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21065&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011120230350,23V3EQX67EINN6E4MI4ASC2NWEFZEUDZ,BS21081,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21081&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011124123034,TK2MBSG3PABUVQWUZ6WI3E4ODUF72UQ7,BS21001,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21001&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011124124119,OUSYU5PG3ZBTYH7QCJIQKBEI7OPK7FJZ,BS21013,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21013&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011125212512,S7LINFLZLIUM5GESQTKT2S7PN3EANNM3,BS21304,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21304&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20011125214947,CIUCV4HJERLAP67XAQJ5FRW37T2CZJYH,BS21306,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21306&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20011125221006,ICKJANZMQBCGL7LG7ZMXBFQOLKLCNDIH,BS21308,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21308&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20011125222016,2YO3UWHB5ETTX52IZWTT3RRAX7IR3HG3,BS21309,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21309&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20011125222922,BLFAURSLTRQZVESTIOP3NTGDCMCFWOUM,BS21310,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21310&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20011126000206,KAJRTS4G7AMZQWCK3WWQLMU7GMSYVZKW,BS21311,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21311&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20011126000957,MY3C2H46BU65G7VNBU5IZUBOVXJG7I5L,BS21312,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21312&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20011126003614,R2GACP2X4DIR7GAL57VZQPJYL4EWYFKK,BS21303,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21303&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011216044737,I5JN3NA7M7QIFISV6TIV22TPQPDUEPU5,BS21307,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21307&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20011217235420,5WER2MO7OPWDTG3KCQGSFFYPEUZTLUCA,BS21300,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21300&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20011218000411,OM6LAI46HUO24AVE3RE57II3OUWN4L74,BS21305,1,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21305&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20011225051208,YIS5AL6AKRFDUH5FQVFTQMAKQYLEQLRA,BS21307,2,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21307&cuarto=2&lang=ES&serie=4
a2gamestatpbp.asp,20011225051733,LNCONGXT2UYLV3G7SMH3NCRE4C5TI5JR,BS21307,4,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21307&cuarto=4&lang=ES&serie=4
a2gamestatpbp.asp,20011225053229,S4IBK422MK3GP5SHATPAY4VB7OKLC3OY,BS21307,5,2001,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21307&cuarto=5&lang=ES&serie=4
a2gamestatpbp.asp,20020112074130,HGTWYX3TTDLJ5T4ZVWQVFW4OSALMATFF,BS21039,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21039&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112084453,2HK6EU7DFN5P62JGM7475VEDSJSCARIM,BS21042,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21042&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112085118,QC6XBZ6BULHUYF2F4NWBKW43JTXA7AET,BS21022,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21022&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112090015,555UBCNDEKSMRUNKIGNOZ6NCSKKB236X,BS21023,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21023&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112090314,NVJL2M45FYRGNMKL4T2ZKIDRVTCY5NYL,BS21027,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21027&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112090316,6NBQH4YMPVUSL3CDX34YOCJPCCSS6DUE,BS21024,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21024&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112090809,LITWZVLGJ2ZB7MRTYUZWQ7CF57OLIXT4,BS21029,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21029&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112091047,X2A6E46WEQY66DMNJVITFHNFATKLN5DI,BS21026,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21026&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112092301,TULWIQZWAENUKOQSJZEKL3V7O5IWBTJ4,BS21032,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21032&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112092912,Z3T2ZQTACG4OZGSTYAEYZIA6TXXG5CHI,BS21033,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21033&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112093529,THEQANWP2S6PNXLMQ5HMBJJQRJE4N2FS,BS21035,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21035&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020112094012,6OS45734N55QULY32ZS3K7UX7MALU7FX,BS21038,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21038&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113033943,KS5OEINONRINKRO35IMZ4GOMZD7ELYSZ,BS21137,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21137&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113034526,OSYEY76IJNEHBD3H5RXEIK4COEAC67RR,BS21139,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21139&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113035139,MAZFI4J5XG3D43LQSJHIXGKZVZRMCTIA,BS21151,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21151&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113035442,4ABTTJG2W3L5WL5ZJG36MJKGBOYS4YNV,BS21148,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21148&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113035459,THAWQSVH53T2YTQ3XJROKLLHXG5EGHU7,BS21148,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21148&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113035616,N3KETQ6UGAWVBGK7GVD733UUXVU5JHV2,BS21137,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21137&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113035932,YFYLUJ4KXN5WJNG4S7KAFU6RIXZNOKSY,BS21151,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21151&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113040509,JKPSN4DKX6QCTQQEU6LLEKTS6JHOYOZB,BS21186,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21186&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113041148,2R2H6HSP53HYOX2PWKRCOHUWC2HBSTJL,BS21186,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21186&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113041314,H2335YMDOXLMOO4ESN7E2PFIEIVETEUR,BS21157,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21157&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113041458,43NUCPIGSGOSSPC3AZQQGSFYF67YKMOV,BS21173,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21173&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113041522,7CLYUKB76V4BX3K2DMFA3IJFVQ5NYCGE,BS21190,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21190&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113041813,MRBJG7U4NXUDQMKT5SUK25FM373OD22Z,BS21095,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21095&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113041830,ALZWPIP7R6DU77NOHX5K3M2LPBDSFM2K,BS21194,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21194&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113042121,7RJBBVO6XYPY5LGJEGC3FUVOMWHZ4MBZ,BS21190,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21190&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113042129,WJNOSSSKPS3DJZ7CGBVRM66ZIHHU2EVX,BS21197,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21197&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113042450,3SJUVXRPHX4VOGAUVLOQ25L46RCSFDHW,BS21194,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21194&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113043123,3JI4X4IZITWVOZAQFT2EKCBWEUPS3JDW,BS21205,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21205&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113043325,336R6J6YO4JQSSIN2KR56AAIIAMTGYXS,BS21200,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21200&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113045251,4RW4DUJJSTDKWVJBPULFO42PQ4BZJUNF,BS21113,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21113&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113051448,AJOF6CQGTJ6TGHBJ7IX7O5VFLGAJBQ3B,BS21043,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21043&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113052048,ES423BEFNSS62LXENBH77NQDE3UIUAE7,BS21121,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21121&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113053301,XQLKUXBBTZO6JIBAWQI4UEQCOZHDN6S7,BS21048,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21048&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113054248,RZX46CG3SOMOO7MLH4AL6G43NIX6XFIC,BS21050,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21050&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113054735,KFS3TW7BIHPGYNJSPHSGXVAHKYFSFPWU,BS21052,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21052&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113055508,WVNSCSHB25ZUFNOBUALTYJOQ5HEDCMBH,BS21053,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21053&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113060019,3IX3X3FTBHUNCC53YBL2PBA4OZXPQYVH,BS21072,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21072&cuarto=1&lang=ES&serie=4
a2gamestatpbp.asp,20020113070117,PEP3ZBVYCE2FLB7KGDNR6RMCQ7I6KM6U,BS21018,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21018&cuarto=5&lang=ES&serie=
a2gamestatpbp.asp,20020113072133,OFAYL4SKX56R72V2KHY43JJIJTTBA6EI,BS21019,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21019&cuarto=2&lang=ES&serie=
a2gamestatpbp.asp,20020113073433,IFG4RUYF3EP6KA7WIFDVN5AAI25LZXBE,BS21018,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21018&cuarto=2&lang=ES&serie=
a2gamestatpbp.asp,20020113074251,IVYKE4NFMJMQWDW522BZUGLKIJZRRNXG,BS21018,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21018&cuarto=3&lang=ES&serie=
a2gamestatpbp.asp,20020113101831,YLZ4ZTIUIZPG74MQETW3DXFP3IJWKFDO,BS21214,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21214&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113102939,K3SLK6ZVLN4RJW7MTQDZXIWCDTX3GRUB,BS21225,1,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21225&cuarto=1&lang=ES&serie=
a2gamestatpbp.asp,20020113170308,5VSFKFHI3DDI5HX64Z7Z72JJET7MQAAQ,BS21020,6,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21020&cuarto=6&lang=ES&serie=
a2gamestatpbp.asp,20020113171607,2H752T7UTMCRKIBNLFGFEQ2AN2BRFW6N,BS21020,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21020&cuarto=2&lang=ES&serie=
a2gamestatpbp.asp,20020113172151,6L7LIMCTBPLM2M4FA5REEAGFRH2MU5EE,BS21020,4,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21020&cuarto=4&lang=ES&serie=
a2gamestatpbp.asp,20020113172404,CDXL7ZS2CL3HAAGTDSTMEXN7DJ3H6KHM,BS21021,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21021&cuarto=3&lang=ES&serie=
a2gamestatpbp.asp,20020113173408,JV6G5K6SIXISCFLCXPW4R7CMQ63LXS73,BS21021,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21021&cuarto=5&lang=ES&serie=
a2gamestatpbp.asp,20020113174601,2C77JGB3U7EG4ZTUMMYT55CJVMI6U6A6,BS21019,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21019&cuarto=5&lang=ES&serie=
a2gamestatpbp.asp,20020114104346,ZO3XR467WIV2LYTX3HFBNYAZYRJKM6YI,BS21137,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21137&cuarto=2&lang=ES&serie=
a2gamestatpbp.asp,20020114105144,F62ND4WIXCYIJGTPZZ6N7YVX677RYMPB,BS21076,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21076&cuarto=3&lang=ES&serie=4
a2gamestatpbp.asp,20020114105212,4TQQP7JQEJWENQVRLPH2OSPCTDQNNH4S,BS21137,4,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21137&cuarto=4&lang=ES&serie=
a2gamestatpbp.asp,20020114105741,KUKQZEBS5NL3MHDUZOPW5HKJYW4EJS3D,BS21137,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21137&cuarto=5&lang=ES&serie=
a2gamestatpbp.asp,20020114105808,ADM76WZZWRC5XQNJ7DFQPZSBW6XP43UW,BS21137,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21137&cuarto=3&lang=ES&serie=
a2gamestatpbp.asp,20020114105809,RY35LQN53T7KO4PRDQDSYSJHKIL36VLN,BS21076,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21076&cuarto=5&lang=ES&serie=4
a2gamestatpbp.asp,20020114105951,F3FRTDMD2RPSSW524HDSUDP5UAZE5KO4,BS21076,4,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21076&cuarto=4&lang=ES&serie=4
a2gamestatpbp.asp,20020114110737,VSVCUGJSIWXLNB236ABLTKQYFSN7RF6F,BS21137,6,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21137&cuarto=6&lang=ES&serie=
a2gamestatpbp.asp,20020114111059,U4VPFOYFDVD2AMRBWPQNNVZVFU6NQM5K,BS21139,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21139&cuarto=3&lang=ES&serie=
a2gamestatpbp.asp,20020114111212,MOWDE4NG3IXDYETQXVCOQFY75LFT3TKA,BS21139,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21139&cuarto=2&lang=ES&serie=4
a2gamestatpbp.asp,20020114111230,7PU46D7BCYQA5B35MXBLCB7E6LURUUCV,BS21148,4,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21148&cuarto=4&lang=ES&serie=
a2gamestatpbp.asp,20020114111949,LM4WKH6Q6F5LMJNL6KPCBCIZXUCXDEAB,BS21148,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21148&cuarto=5&lang=ES&serie=
a2gamestatpbp.asp,20020114112359,KWV4Q5G6FLDB5XMAYXZC3XEL36KNSFTA,BS21139,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21139&cuarto=2&lang=ES&serie=
a2gamestatpbp.asp,20020114112651,PXN4FEL2HLWUAIBZBAODQU5HNQVDTTKO,BS21151,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21151&cuarto=5&lang=ES&serie=4
a2gamestatpbp.asp,20020114113125,IETFBZ75BBSD26Q7US4JFUEINPMUS2D4,BS21148,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21148&cuarto=2&lang=ES&serie=
a2gamestatpbp.asp,20020114113756,OZLFJECYHOG2I36QJB7EG3WSOX4435WN,BS21139,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21139&cuarto=5&lang=ES&serie=4
a2gamestatpbp.asp,20020114113956,MWPRFESGAOPBXOJMWPGGIVX6JHKFUIO6,BS21157,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21157&cuarto=2&lang=ES&serie=
a2gamestatpbp.asp,20020114114047,LH74I3SINK5CFCOKWST3C35QFKXHWFDJ,BS21190,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21190&cuarto=2&lang=ES&serie=
a2gamestatpbp.asp,20020114114720,XGTWAKQWLRXITXAZKAXCUC563RYUCFG2,BS21186,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21186&cuarto=5&lang=ES&serie=
a2gamestatpbp.asp,20020114114806,PHQOSU6MQ6HDBUIPXGBSQZFYSOEUMT3M,BS21186,4,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21186&cuarto=4&lang=ES&serie=
a2gamestatpbp.asp,20020114114901,5EXZZEYSLBCC46ITMDCX4LGMYJOK3TW6,BS21190,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21190&cuarto=5&lang=ES&serie=4
a2gamestatpbp.asp,20020114115041,Y4YMUKNVU7NXLXEH2JYXGMW6ZEKT37SZ,BS21157,4,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21157&cuarto=4&lang=ES&serie=
a2gamestatpbp.asp,20020114115049,JHR3OAYXE7OSUHTNC4TLB7UPCRQ7434J,BS21148,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21148&cuarto=3&lang=ES&serie=
a2gamestatpbp.asp,20020114115419,OJGPLF6X7F2IDXEOBK6TRTYOZWG4W4S3,BS21190,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21190&cuarto=3&lang=ES&serie=
a2gamestatpbp.asp,20020114115549,FEOI6WMHEZYR7QNVVNKPNT5TUFDM5MKO,BS21186,6,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21186&cuarto=6&lang=ES&serie=
a2gamestatpbp.asp,20020114115604,5XNBWYR6EDAECLR4SLQQ55LQNJGHTQVZ,BS21157,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21157&cuarto=3&lang=ES&serie=
a2gamestatpbp.asp,20020114115934,4S3STVLS3VINNL4Y4LV7IGCUTGSS6JRZ,BS21200,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21200&cuarto=2&lang=ES&serie=4
a2gamestatpbp.asp,20020114115958,JFTJ2OW3TYYGJBF4GIZQZHL7KHHVAERK,BS21190,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21190&cuarto=3&lang=ES&serie=4
a2gamestatpbp.asp,20020114120026,FOEBPU5OG3OGA6OJU67K3KJDHPXM3Y2S,BS21190,4,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21190&cuarto=4&lang=ES&serie=4
a2gamestatpbp.asp,20020114120147,3DQ6THQPSSOWSYBKYABLN5UT5HN5HIKE,BS21200,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21200&cuarto=3&lang=ES&serie=4
a2gamestatpbp.asp,20020114120249,KHATLWKVBIWS6EV3DSTUNQZSOWCAJ4MR,BS21157,5,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21157&cuarto=5&lang=ES&serie=
a2gamestatpbp.asp,20020114120545,DEFD2FQTNYYMOGLWYUXHX4MCTUQYWBZ3,BS21186,2,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21186&cuarto=2&lang=ES&serie=
a2gamestatpbp.asp,20020114120631,MOTFIJRM5YNVI4O57C7BN6VNZ5IQ47P2,BS21186,3,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21186&cuarto=3&lang=ES&serie=
a2gamestatpbp.asp,20020114120755,Z4G3SLPARIVGHTAWOJ4DT6AF5L5NDESC,BS21190,4,2002,http://www.bsnpr.com:80/a2gamestatpbp.asp?r=BS21190&cuarto=4&lang=ES&serie=
