bsnpr_id,alias,normalized_alias,alias_type,source
498,"Casiano Ojeda, Eddie","casiano ojeda, eddie",enciclopedia,bsnpr
498,Eddie Casiano Ojeda,eddie casiano ojeda,given_family_order,derived
498,"Casiano Ojeda, E.","casiano ojeda, e",initial,derived
498,"Casiano, E.","casiano, e",initial,derived
498,"casiano ojeda, eddie","casiano ojeda, eddie",normalized,derived
498,"Casiano Ojeda, Eddie","casiano ojeda, eddie",paternal_surname,derived
498,"Casiano, Eddie","casiano, eddie",paternal_surname,derived
499,"Elisma, Eddie","elisma, eddie",canonical,derived
499,"Elisma, Eddie","elisma, eddie",enciclopedia,bsnpr
499,Eddie Elisma,eddie elisma,given_family_order,derived
499,"Elisma, E.","elisma, e",initial,derived
499,"elisma, eddie","elisma, eddie",normalized,derived
499,"Elisma, Eddie","elisma, eddie",paternal_surname,derived
500,"Lojo, Eddie","lojo, eddie",canonical,derived
500,"Lojo, Eddie","lojo, eddie",enciclopedia,bsnpr
500,Eddie Lojo,eddie lojo,given_family_order,derived
500,"Lojo, E.","lojo, e",initial,derived
500,"lojo, eddie","lojo, eddie",normalized,derived
500,"Lojo, Eddie","lojo, eddie",paternal_surname,derived
501,"Torres Espinosa, Eddie","torres espinosa, eddie",canonical,derived
501,"Torres Espinosa, Eddie","torres espinosa, eddie",enciclopedia,bsnpr
501,Eddie Torres Espinosa,eddie torres espinosa,given_family_order,derived
501,"Torres Espinosa, E.","torres espinosa, e",initial,derived
501,"Torres, E.","torres, e",initial,derived
501,"torres espinosa, eddie","torres espinosa, eddie",normalized,derived
501,"Torres Espinosa, Eddie","torres espinosa, eddie",paternal_surname,derived
501,"Torres, Eddie","torres, eddie",paternal_surname,derived
502,"Santiago Cordero, Eddin","santiago cordero, eddin",canonical,derived
502,"Santiago Cordero, Eddin","santiago cordero, eddin",enciclopedia,bsnpr
502,Eddin Santiago Cordero,eddin santiago cordero,given_family_order,derived
502,"Santiago Cordero, E.","santiago cordero, e",initial,derived
502,"Santiago, E.","santiago, e",initial,derived
502,"santiago cordero, eddin","santiago cordero, eddin",normalized,derived
502,"Santiago Cordero, Eddin","santiago cordero, eddin",paternal_surname,derived
502,"Santiago, Eddin","santiago, eddin",paternal_surname,derived
503,"Cespedes Velez, Eddy","cespedes velez, eddy",canonical,derived
503,"Cespedes Velez, Eddy","cespedes velez, eddy",enciclopedia,bsnpr
503,Eddy Cespedes Velez,eddy cespedes velez,given_family_order,derived
503,"Cespedes Velez, E.","cespedes velez, e",initial,derived
503,"Cespedes, E.","cespedes, e",initial,derived
503,"cespedes velez, eddy","cespedes velez, eddy",normalized,derived
503,"Cespedes Velez, Eddy","cespedes velez, eddy",paternal_surname,derived
503,"Cespedes, Eddy","cespedes, eddy",paternal_surname,derived
504,"Acevedo Rios, Edgar","acevedo rios, edgar",canonical,derived
504,"Acevedo Rios, Edgar","acevedo rios, edgar",enciclopedia,bsnpr
504,Edgar Acevedo Rios,edgar acevedo rios,given_family_order,derived
504,"Acevedo Rios, E.","acevedo rios, e",initial,derived
504,"Acevedo, E.","acevedo, e",initial,derived
504,"acevedo rios, edgar","acevedo rios, edgar",normalized,derived
504,"Acevedo Rios, Edgar","acevedo rios, edgar",paternal_surname,derived
504,"Acevedo, Edgar","acevedo, edgar",paternal_surname,derived
505,"Castro, Edgar","castro, edgar",canonical,derived
505,"Castro, Edgar","castro, edgar",enciclopedia,bsnpr
505,Edgar Castro,edgar castro,given_family_order,derived
505,"Castro, E.","castro, e",initial,derived
505,"castro, edgar","castro, edgar",normalized,derived
505,"Castro, Edgar","castro, edgar",paternal_surname,derived
506,"Flores Alicea, Edgar","flores alicea, edgar",canonical,derived
506,"Flores Alicea, Edgar","flores alicea, edgar",enciclopedia,bsnpr
506,Edgar Flores Alicea,edgar flores alicea,given_family_order,derived
506,"Flores Alicea, E.","flores alicea, e",initial,derived
506,"Flores, E.","flores, e",initial,derived
506,"flores alicea, edgar","flores alicea, edgar",normalized,derived
506,"Flores Alicea, Edgar","flores alicea, edgar",paternal_surname,derived
506,"Flores, Edgar","flores, edgar",paternal_surname,derived
507,"León, Edgar","leon, edgar",canonical,derived
507,"León, Edgar","leon, edgar",enciclopedia,bsnpr
507,Edgar León,edgar leon,given_family_order,derived
507,"León, E.","leon, e",initial,derived
507,"leon, edgar","leon, edgar",normalized,derived
507,"León, Edgar","leon, edgar",paternal_surname,derived
508,"Leon Cruz, Edgar","leon cruz, edgar",canonical,derived
508,"Leon Cruz, Edgar","leon cruz, edgar",enciclopedia,bsnpr
508,Edgar Leon Cruz,edgar leon cruz,given_family_order,derived
508,"Leon Cruz, E.","leon cruz, e",initial,derived
508,"Leon, E.","leon, e",initial,derived
508,"leon cruz, edgar","leon cruz, edgar",normalized,derived
508,"Leon Cruz, Edgar","leon cruz, edgar",paternal_surname,derived
508,"Leon, Edgar","leon, edgar",paternal_surname,derived
509,"Padilla Rivera, Edgar","padilla rivera, edgar",canonical,derived
509,"Padilla Rivera, Edgar","padilla rivera, edgar",enciclopedia,bsnpr
509,Edgar Padilla Rivera,edgar padilla rivera,given_family_order,derived
509,"Padilla Rivera, E.","padilla rivera, e",initial,derived
509,"Padilla, E.","padilla, e",initial,derived
509,"padilla rivera, edgar","padilla rivera, edgar",normalized,derived
509,"Padilla Rivera, Edgar","padilla rivera, edgar",paternal_surname,derived
509,"Padilla, Edgar","padilla, edgar",paternal_surname,derived
510,"Rexach Molinary, Edgar","rexach molinary, edgar",canonical,derived
510,"Rexach Molinary, Edgar","rexach molinary, edgar",enciclopedia,bsnpr
510,Edgar Rexach Molinary,edgar rexach molinary,given_family_order,derived
510,"Rexach Molinary, E.","rexach molinary, e",initial,derived
510,"Rexach, E.","rexach, e",initial,derived
510,"rexach molinary, edgar","rexach molinary, edgar",normalized,derived
510,"Rexach Molinary, Edgar","rexach molinary, edgar",paternal_surname,derived
510,"Rexach, Edgar","rexach, edgar",paternal_surname,derived
511,"Rivera Murillo, Edgar","rivera murillo, edgar",canonical,derived
511,"Rivera Murillo, Edgar","rivera murillo, edgar",enciclopedia,bsnpr
511,Edgar Rivera Murillo,edgar rivera murillo,given_family_order,derived
511,"Rivera Murillo, E.","rivera murillo, e",initial,derived
511,"Rivera, E.","rivera, e",initial,derived
511,"rivera murillo, edgar","rivera murillo, edgar",normalized,derived
511,"Rivera Murillo, Edgar","rivera murillo, edgar",paternal_surname,derived
511,"Rivera, Edgar","rivera, edgar",paternal_surname,derived
512,"Williams Rivas, Edgar","williams rivas, edgar",canonical,derived
512,"Williams Rivas, Edgar","williams rivas, edgar",enciclopedia,bsnpr
512,Edgar Williams Rivas,edgar williams rivas,given_family_order,derived
512,"Williams Rivas, E.","williams rivas, e",initial,derived
512,"Williams, E.","williams, e",initial,derived
512,gary,gary,nickname,bsnpr
512,"Williams, gary","williams, gary",nickname_surname,derived
512,"williams rivas, edgar","williams rivas, edgar",normalized,derived
512,"Williams Rivas, Edgar","williams rivas, edgar",paternal_surname,derived
512,"Williams, Edgar","williams, edgar",paternal_surname,derived
513,"Esquilin Quiñonez, Edgar william","esquilin quinonez, edgar william",canonical,derived
513,"Esquilin Quiñonez, Edgar william","esquilin quinonez, edgar william",enciclopedia,bsnpr
513,Edgar william Esquilin Quiñonez,edgar william esquilin quinonez,given_family_order,derived
513,"Esquilin Quiñonez, Edgar","esquilin quinonez, edgar",given_first_only,derived
513,"Esquilin, Edgar","esquilin, edgar",given_first_only,derived
513,"Esquilin Quiñonez, E.","esquilin quinonez, e",initial,derived
513,"Esquilin, E.","esquilin, e",initial,derived
513,"esquilin quinonez, edgar william","esquilin quinonez, edgar william",normalized,derived
513,"Esquilin Quiñonez, Edgar william","esquilin quinonez, edgar william",paternal_surname,derived
513,"Esquilin, Edgar william","esquilin, edgar william",paternal_surname,derived
514,"Acevedo Arroyo, Edgardo","acevedo arroyo, edgardo",canonical,derived
514,"Acevedo Arroyo, Edgardo","acevedo arroyo, edgardo",enciclopedia,bsnpr
514,Edgardo Acevedo Arroyo,edgardo acevedo arroyo,given_family_order,derived
514,"Acevedo Arroyo, E.","acevedo arroyo, e",initial,derived
514,"Acevedo, E.","acevedo, e",initial,derived
514,"acevedo arroyo, edgardo","acevedo arroyo, edgardo",normalized,derived
514,"Acevedo Arroyo, Edgardo","acevedo arroyo, edgardo",paternal_surname,derived
514,"Acevedo, Edgardo","acevedo, edgardo",paternal_surname,derived
515,"Alvarado, Edgardo","alvarado, edgardo",canonical,derived
515,"Alvarado, Edgardo","alvarado, edgardo",enciclopedia,bsnpr
515,Edgardo Alvarado,edgardo alvarado,given_family_order,derived
515,"Alvarado, E.","alvarado, e",initial,derived
515,"alvarado, edgardo","alvarado, edgardo",normalized,derived
515,"Alvarado, Edgardo","alvarado, edgardo",paternal_surname,derived
516,"Castro Santiago, Edgardo","castro santiago, edgardo",canonical,derived
516,"Castro Santiago, Edgardo","castro santiago, edgardo",enciclopedia,bsnpr
516,Edgardo Castro Santiago,edgardo castro santiago,given_family_order,derived
516,"Castro Santiago, E.","castro santiago, e",initial,derived
516,"Castro, E.","castro, e",initial,derived
516,"castro santiago, edgardo","castro santiago, edgardo",normalized,derived
516,"Castro Santiago, Edgardo","castro santiago, edgardo",paternal_surname,derived
516,"Castro, Edgardo","castro, edgardo",paternal_surname,derived
517,"Lopez, Edgardo","lopez, edgardo",canonical,derived
517,"Lopez, Edgardo","lopez, edgardo",enciclopedia,bsnpr
517,Edgardo Lopez,edgardo lopez,given_family_order,derived
517,"Lopez, E.","lopez, e",initial,derived
517,"lopez, edgardo","lopez, edgardo",normalized,derived
517,"Lopez, Edgardo","lopez, edgardo",paternal_surname,derived
518,"Lopez, Edgardo","lopez, edgardo",canonical,derived
518,"Lopez, Edgardo","lopez, edgardo",enciclopedia,bsnpr
518,Edgardo Lopez,edgardo lopez,given_family_order,derived
518,"Lopez, E.","lopez, e",initial,derived
518,"lopez, edgardo","lopez, edgardo",normalized,derived
518,"Lopez, Edgardo","lopez, edgardo",paternal_surname,derived
519,"Marchany Torres, Edgardo","marchany torres, edgardo",canonical,derived
519,"Marchany Torres, Edgardo","marchany torres, edgardo",enciclopedia,bsnpr
519,Edgardo Marchany Torres,edgardo marchany torres,given_family_order,derived
519,"Marchany Torres, E.","marchany torres, e",initial,derived
519,"Marchany, E.","marchany, e",initial,derived
519,"marchany torres, edgardo","marchany torres, edgardo",normalized,derived
519,"Marchany Torres, Edgardo","marchany torres, edgardo",paternal_surname,derived
519,"Marchany, Edgardo","marchany, edgardo",paternal_surname,derived
520,"Oliver, Edgardo","oliver, edgardo",canonical,derived
520,"Oliver, Edgardo","oliver, edgardo",enciclopedia,bsnpr
520,Edgardo Oliver,edgardo oliver,given_family_order,derived
520,"Oliver, E.","oliver, e",initial,derived
520,"oliver, edgardo","oliver, edgardo",normalized,derived
520,"Oliver, Edgardo","oliver, edgardo",paternal_surname,derived
521,"Ruiz Montalvo, Edgardo","ruiz montalvo, edgardo",canonical,derived
521,"Ruiz Montalvo, Edgardo","ruiz montalvo, edgardo",enciclopedia,bsnpr
521,Edgardo Ruiz Montalvo,edgardo ruiz montalvo,given_family_order,derived
521,"Ruiz Montalvo, E.","ruiz montalvo, e",initial,derived
521,"Ruiz, E.","ruiz, e",initial,derived
521,"ruiz montalvo, edgardo","ruiz montalvo, edgardo",normalized,derived
521,"Ruiz Montalvo, Edgardo","ruiz montalvo, edgardo",paternal_surname,derived
521,"Ruiz, Edgardo","ruiz, edgardo",paternal_surname,derived
522,"Santiago Colon, Edgardo","santiago colon, edgardo",canonical,derived
522,"Santiago Colon, Edgardo","santiago colon, edgardo",enciclopedia,bsnpr
522,Edgardo Santiago Colon,edgardo santiago colon,given_family_order,derived
522,"Santiago Colon, E.","santiago colon, e",initial,derived
522,"Santiago, E.","santiago, e",initial,derived
522,"santiago colon, edgardo","santiago colon, edgardo",normalized,derived
522,"Santiago Colon, Edgardo","santiago colon, edgardo",paternal_surname,derived
522,"Santiago, Edgardo","santiago, edgardo",paternal_surname,derived
523,"Colon, Edid","colon, edid",canonical,derived
523,"Colon, Edid","colon, edid",enciclopedia,bsnpr
523,Edid Colon,edid colon,given_family_order,derived
523,"Colon, E.","colon, e",initial,derived
523,"colon, edid","colon, edid",normalized,derived
523,"Colon, Edid","colon, edid",paternal_surname,derived
524,"Saunders, Edmund","saunders, edmund",canonical,derived
524,"Saunders, Edmund","saunders, edmund",enciclopedia,bsnpr
524,Edmund Saunders,edmund saunders,given_family_order,derived
524,"Saunders, E.","saunders, e",initial,derived
524,"saunders, edmund","saunders, edmund",normalized,derived
524,"Saunders, Edmund","saunders, edmund",paternal_surname,derived
525,"Baez Rivera, Edmundo","baez rivera, edmundo",canonical,derived
525,"Baez Rivera, Edmundo","baez rivera, edmundo",enciclopedia,bsnpr
525,Edmundo Baez Rivera,edmundo baez rivera,given_family_order,derived
525,"Baez Rivera, E.","baez rivera, e",initial,derived
525,"Baez, E.","baez, e",initial,derived
525,"baez rivera, edmundo","baez rivera, edmundo",normalized,derived
525,"Baez Rivera, Edmundo","baez rivera, edmundo",paternal_surname,derived
525,"Baez, Edmundo","baez, edmundo",paternal_surname,derived
526,"Cruz, Edras","cruz, edras",canonical,derived
526,"Cruz, Edras","cruz, edras",enciclopedia,bsnpr
526,Edras Cruz,edras cruz,given_family_order,derived
526,"Cruz, E.","cruz, e",initial,derived
526,"cruz, edras","cruz, edras",normalized,derived
526,"Cruz, Edras","cruz, edras",paternal_surname,derived
527,"Alvira Vega, Eduardo","alvira vega, eduardo",canonical,derived
527,"Alvira Vega, Eduardo","alvira vega, eduardo",enciclopedia,bsnpr
527,Eduardo Alvira Vega,eduardo alvira vega,given_family_order,derived
527,"Alvira Vega, E.","alvira vega, e",initial,derived
527,"Alvira, E.","alvira, e",initial,derived
527,"alvira vega, eduardo","alvira vega, eduardo",normalized,derived
527,"Alvira Vega, Eduardo","alvira vega, eduardo",paternal_surname,derived
527,"Alvira, Eduardo","alvira, eduardo",paternal_surname,derived
528,"Arrufat Albarran, Eduardo","arrufat albarran, eduardo",canonical,derived
528,"Arrufat Albarran, Eduardo","arrufat albarran, eduardo",enciclopedia,bsnpr
528,Eduardo Arrufat Albarran,eduardo arrufat albarran,given_family_order,derived
528,"Arrufat Albarran, E.","arrufat albarran, e",initial,derived
528,"Arrufat, E.","arrufat, e",initial,derived
528,"arrufat albarran, eduardo","arrufat albarran, eduardo",normalized,derived
528,"Arrufat Albarran, Eduardo","arrufat albarran, eduardo",paternal_surname,derived
528,"Arrufat, Eduardo","arrufat, eduardo",paternal_surname,derived
529,"Ayala Torres, Eduardo","ayala torres, eduardo",canonical,derived
529,"Ayala Torres, Eduardo","ayala torres, eduardo",enciclopedia,bsnpr
529,Eduardo Ayala Torres,eduardo ayala torres,given_family_order,derived
529,"Ayala Torres, E.","ayala torres, e",initial,derived
529,"Ayala, E.","ayala, e",initial,derived
529,"ayala torres, eduardo","ayala torres, eduardo",normalized,derived
529,"Ayala Torres, Eduardo","ayala torres, eduardo",paternal_surname,derived
529,"Ayala, Eduardo","ayala, eduardo",paternal_surname,derived
530,"Bermudez Espino, Eduardo","bermudez espino, eduardo",canonical,derived
530,"Bermudez Espino, Eduardo","bermudez espino, eduardo",enciclopedia,bsnpr
530,Eduardo Bermudez Espino,eduardo bermudez espino,given_family_order,derived
530,"Bermudez Espino, E.","bermudez espino, e",initial,derived
530,"Bermudez, E.","bermudez, e",initial,derived
530,"bermudez espino, eduardo","bermudez espino, eduardo",normalized,derived
530,"Bermudez Espino, Eduardo","bermudez espino, eduardo",paternal_surname,derived
530,"Bermudez, Eduardo","bermudez, eduardo",paternal_surname,derived
531,"Brinn Esparra, Eduardo","brinn esparra, eduardo",canonical,derived
531,"Brinn Esparra, Eduardo","brinn esparra, eduardo",enciclopedia,bsnpr
531,Eduardo Brinn Esparra,eduardo brinn esparra,given_family_order,derived
531,"Brinn Esparra, E.","brinn esparra, e",initial,derived
531,"Brinn, E.","brinn, e",initial,derived
531,"brinn esparra, eduardo","brinn esparra, eduardo",normalized,derived
531,"Brinn Esparra, Eduardo","brinn esparra, eduardo",paternal_surname,derived
531,"Brinn, Eduardo","brinn, eduardo",paternal_surname,derived
532,"Carrillo, Eduardo","carrillo, eduardo",canonical,derived
532,"Carrillo, Eduardo","carrillo, eduardo",enciclopedia,bsnpr
532,Eduardo Carrillo,eduardo carrillo,given_family_order,derived
532,"Carrillo, E.","carrillo, e",initial,derived
532,"carrillo, eduardo","carrillo, eduardo",normalized,derived
532,"Carrillo, Eduardo","carrillo, eduardo",paternal_surname,derived
533,"Cortijo Apolinaris, Eduardo","cortijo apolinaris, eduardo",canonical,derived
533,"Cortijo Apolinaris, Eduardo","cortijo apolinaris, eduardo",enciclopedia,bsnpr
533,Eduardo Cortijo Apolinaris,eduardo cortijo apolinaris,given_family_order,derived
533,"Cortijo Apolinaris, E.","cortijo apolinaris, e",initial,derived
533,"Cortijo, E.","cortijo, e",initial,derived
533,"cortijo apolinaris, eduardo","cortijo apolinaris, eduardo",normalized,derived
533,"Cortijo Apolinaris, Eduardo","cortijo apolinaris, eduardo",paternal_surname,derived
533,"Cortijo, Eduardo","cortijo, eduardo",paternal_surname,derived
534,"Hernandez Mendez, Eduardo","hernandez mendez, eduardo",canonical,derived
534,"Hernandez Mendez, Eduardo","hernandez mendez, eduardo",enciclopedia,bsnpr
534,Eduardo Hernandez Mendez,eduardo hernandez mendez,given_family_order,derived
534,"Hernandez Mendez, E.","hernandez mendez, e",initial,derived
534,"Hernandez, E.","hernandez, e",initial,derived
534,"hernandez mendez, eduardo","hernandez mendez, eduardo",normalized,derived
534,"Hernandez Mendez, Eduardo","hernandez mendez, eduardo",paternal_surname,derived
534,"Hernandez, Eduardo","hernandez, eduardo",paternal_surname,derived
535,"Hidalgo, Eduardo","hidalgo, eduardo",canonical,derived
535,"Hidalgo, Eduardo","hidalgo, eduardo",enciclopedia,bsnpr
535,Eduardo Hidalgo,eduardo hidalgo,given_family_order,derived
535,"Hidalgo, E.","hidalgo, e",initial,derived
535,"hidalgo, eduardo","hidalgo, eduardo",normalized,derived
535,"Hidalgo, Eduardo","hidalgo, eduardo",paternal_surname,derived
536,"Martinez, Eduardo","martinez, eduardo",canonical,derived
536,"Martinez, Eduardo","martinez, eduardo",enciclopedia,bsnpr
536,Eduardo Martinez,eduardo martinez,given_family_order,derived
536,"Martinez, E.","martinez, e",initial,derived
536,"martinez, eduardo","martinez, eduardo",normalized,derived
536,"Martinez, Eduardo","martinez, eduardo",paternal_surname,derived
537,"Rodriguez, Eduardo","rodriguez, eduardo",canonical,derived
537,"Rodriguez, Eduardo","rodriguez, eduardo",enciclopedia,bsnpr
537,Eduardo Rodriguez,eduardo rodriguez,given_family_order,derived
537,"Rodriguez, E.","rodriguez, e",initial,derived
537,"rodriguez, eduardo","rodriguez, eduardo",normalized,derived
537,"Rodriguez, Eduardo","rodriguez, eduardo",paternal_surname,derived
538,"Santiago, Eduardo","santiago, eduardo",canonical,derived
538,"Santiago, Eduardo","santiago, eduardo",enciclopedia,bsnpr
538,Eduardo Santiago,eduardo santiago,given_family_order,derived
538,"Santiago, E.","santiago, e",initial,derived
538,"santiago, eduardo","santiago, eduardo",normalized,derived
538,"Santiago, Eduardo","santiago, eduardo",paternal_surname,derived
539,"Alvarez Aguirre, Eduardo","alvarez aguirre, eduardo",canonical,derived
539,"Alvarez Aguirre, Eduardo","alvarez aguirre, eduardo",enciclopedia,bsnpr
539,Eduardo Alvarez Aguirre,eduardo alvarez aguirre,given_family_order,derived
539,"Alvarez Aguirre, E.","alvarez aguirre, e",initial,derived
539,"Alvarez, E.","alvarez, e",initial,derived
539,eddie,eddie,nickname,bsnpr
539,"Alvarez, eddie","alvarez, eddie",nickname_surname,derived
539,"alvarez aguirre, eduardo","alvarez aguirre, eduardo",normalized,derived
539,"Alvarez Aguirre, Eduardo","alvarez aguirre, eduardo",paternal_surname,derived
539,"Alvarez, Eduardo","alvarez, eduardo",paternal_surname,derived
540,"Martinez Rivera, Eduardo","martinez rivera, eduardo",canonical,derived
540,"Martinez Rivera, Eduardo","martinez rivera, eduardo",enciclopedia,bsnpr
540,Eduardo Martinez Rivera,eduardo martinez rivera,given_family_order,derived
540,"Martinez Rivera, E.","martinez rivera, e",initial,derived
540,"Martinez, E.","martinez, e",initial,derived
540,eddie,eddie,nickname,bsnpr
540,"Martinez, eddie","martinez, eddie",nickname_surname,derived
540,"martinez rivera, eduardo","martinez rivera, eduardo",normalized,derived
540,"Martinez Rivera, Eduardo","martinez rivera, eduardo",paternal_surname,derived
540,"Martinez, Eduardo","martinez, eduardo",paternal_surname,derived
541,"Horton, Edward","horton, edward",canonical,derived
541,"Horton, Edward","horton, edward",enciclopedia,bsnpr
541,Edward Horton,edward horton,given_family_order,derived
541,"Horton, E.","horton, e",initial,derived
541,"horton, edward","horton, edward",normalized,derived
541,"Horton, Edward","horton, edward",paternal_surname,derived
542,"Castillo Perez, Edwin","castillo perez, edwin",canonical,derived
542,"Castillo Perez, Edwin","castillo perez, edwin",enciclopedia,bsnpr
542,Edwin Castillo Perez,edwin castillo perez,given_family_order,derived
542,"Castillo Perez, E.","castillo perez, e",initial,derived
542,"Castillo, E.","castillo, e",initial,derived
542,"castillo perez, edwin","castillo perez, edwin",normalized,derived
542,"Castillo Perez, Edwin","castillo perez, edwin",paternal_surname,derived
542,"Castillo, Edwin","castillo, edwin",paternal_surname,derived
543,"Cestero, Edwin","cestero, edwin",canonical,derived
543,"Cestero, Edwin","cestero, edwin",enciclopedia,bsnpr
543,Edwin Cestero,edwin cestero,given_family_order,derived
543,"Cestero, E.","cestero, e",initial,derived
543,"cestero, edwin","cestero, edwin",normalized,derived
543,"Cestero, Edwin","cestero, edwin",paternal_surname,derived
544,"Cestero, Edwin","cestero, edwin",canonical,derived
544,"Cestero, Edwin","cestero, edwin",enciclopedia,bsnpr
544,Edwin Cestero,edwin cestero,given_family_order,derived
544,"Cestero, E.","cestero, e",initial,derived
544,"cestero, edwin","cestero, edwin",normalized,derived
544,"Cestero, Edwin","cestero, edwin",paternal_surname,derived
545,"Cruz, Edwin","cruz, edwin",canonical,derived
545,"Cruz, Edwin","cruz, edwin",enciclopedia,bsnpr
545,Edwin Cruz,edwin cruz,given_family_order,derived
545,"Cruz, E.","cruz, e",initial,derived
545,"cruz, edwin","cruz, edwin",normalized,derived
545,"Cruz, Edwin","cruz, edwin",paternal_surname,derived
546,"Diaz, Edwin","diaz, edwin",canonical,derived
546,"Diaz, Edwin","diaz, edwin",enciclopedia,bsnpr
546,Edwin Diaz,edwin diaz,given_family_order,derived
546,"Diaz, E.","diaz, e",initial,derived
546,"diaz, edwin","diaz, edwin",normalized,derived
546,"Diaz, Edwin","diaz, edwin",paternal_surname,derived
547,"Figueroa, Edwin","figueroa, edwin",canonical,derived
547,"Figueroa, Edwin","figueroa, edwin",enciclopedia,bsnpr
547,Edwin Figueroa,edwin figueroa,given_family_order,derived
547,"Figueroa, E.","figueroa, e",initial,derived
547,"figueroa, edwin","figueroa, edwin",normalized,derived
547,"Figueroa, Edwin","figueroa, edwin",paternal_surname,derived
548,"Figueroa Camacho, Edwin","figueroa camacho, edwin",canonical,derived
548,"Figueroa Camacho, Edwin","figueroa camacho, edwin",enciclopedia,bsnpr
548,Edwin Figueroa Camacho,edwin figueroa camacho,given_family_order,derived
548,"Figueroa Camacho, E.","figueroa camacho, e",initial,derived
548,"Figueroa, E.","figueroa, e",initial,derived
548,"figueroa camacho, edwin","figueroa camacho, edwin",normalized,derived
548,"Figueroa Camacho, Edwin","figueroa camacho, edwin",paternal_surname,derived
548,"Figueroa, Edwin","figueroa, edwin",paternal_surname,derived
549,"Loubriel, Edwin","loubriel, edwin",canonical,derived
549,"Loubriel, Edwin","loubriel, edwin",enciclopedia,bsnpr
549,Edwin Loubriel,edwin loubriel,given_family_order,derived
549,"Loubriel, E.","loubriel, e",initial,derived
549,"loubriel, edwin","loubriel, edwin",normalized,derived
549,"Loubriel, Edwin","loubriel, edwin",paternal_surname,derived
550,"Mendez, Edwin","mendez, edwin",canonical,derived
550,"Mendez, Edwin","mendez, edwin",enciclopedia,bsnpr
550,Edwin Mendez,edwin mendez,given_family_order,derived
550,"Mendez, E.","mendez, e",initial,derived
550,"mendez, edwin","mendez, edwin",normalized,derived
550,"Mendez, Edwin","mendez, edwin",paternal_surname,derived
551,"Miranda, Edwin","miranda, edwin",canonical,derived
551,"Miranda, Edwin","miranda, edwin",enciclopedia,bsnpr
551,Edwin Miranda,edwin miranda,given_family_order,derived
551,"Miranda, E.","miranda, e",initial,derived
551,"miranda, edwin","miranda, edwin",normalized,derived
551,"Miranda, Edwin","miranda, edwin",paternal_surname,derived
552,"Ocasio, Edwin","ocasio, edwin",canonical,derived
552,"Ocasio, Edwin","ocasio, edwin",enciclopedia,bsnpr
552,Edwin Ocasio,edwin ocasio,given_family_order,derived
552,"Ocasio, E.","ocasio, e",initial,derived
552,"ocasio, edwin","ocasio, edwin",normalized,derived
552,"Ocasio, Edwin","ocasio, edwin",paternal_surname,derived
553,"Pellot Rosa, Edwin","pellot rosa, edwin",canonical,derived
553,"Pellot Rosa, Edwin","pellot rosa, edwin",enciclopedia,bsnpr
553,Edwin Pellot Rosa,edwin pellot rosa,given_family_order,derived
553,"Pellot Rosa, E.","pellot rosa, e",initial,derived
553,"Pellot, E.","pellot, e",initial,derived
553,"pellot rosa, edwin","pellot rosa, edwin",normalized,derived
553,"Pellot Rosa, Edwin","pellot rosa, edwin",paternal_surname,derived
553,"Pellot, Edwin","pellot, edwin",paternal_surname,derived
554,"Rodriguez, Edwin","rodriguez, edwin",canonical,derived
554,"Rodriguez, Edwin","rodriguez, edwin",enciclopedia,bsnpr
554,Edwin Rodriguez,edwin rodriguez,given_family_order,derived
554,"Rodriguez, E.","rodriguez, e",initial,derived
554,"rodriguez, edwin","rodriguez, edwin",normalized,derived
554,"Rodriguez, Edwin","rodriguez, edwin",paternal_surname,derived
555,"Santiago Rivera, Edwin","santiago rivera, edwin",canonical,derived
555,"Santiago Rivera, Edwin","santiago rivera, edwin",enciclopedia,bsnpr
555,Edwin Santiago Rivera,edwin santiago rivera,given_family_order,derived
555,"Santiago Rivera, E.","santiago rivera, e",initial,derived
555,"Santiago, E.","santiago, e",initial,derived
555,"santiago rivera, edwin","santiago rivera, edwin",normalized,derived
555,"Santiago Rivera, Edwin","santiago rivera, edwin",paternal_surname,derived
555,"Santiago, Edwin","santiago, edwin",paternal_surname,derived
556,"Vazquez Concepcion, Edwin","vazquez concepcion, edwin",canonical,derived
556,"Vazquez Concepcion, Edwin","vazquez concepcion, edwin",enciclopedia,bsnpr
556,Edwin Vazquez Concepcion,edwin vazquez concepcion,given_family_order,derived
556,"Vazquez Concepcion, E.","vazquez concepcion, e",initial,derived
556,"Vazquez, E.","vazquez, e",initial,derived
556,"vazquez concepcion, edwin","vazquez concepcion, edwin",normalized,derived
556,"Vazquez Concepcion, Edwin","vazquez concepcion, edwin",paternal_surname,derived
556,"Vazquez, Edwin","vazquez, edwin",paternal_surname,derived
557,"Villanueva Acevedo, Edwin","villanueva acevedo, edwin",canonical,derived
557,"Villanueva Acevedo, Edwin","villanueva acevedo, edwin",enciclopedia,bsnpr
557,Edwin Villanueva Acevedo,edwin villanueva acevedo,given_family_order,derived
557,"Villanueva Acevedo, E.","villanueva acevedo, e",initial,derived
557,"Villanueva, E.","villanueva, e",initial,derived
557,"villanueva acevedo, edwin","villanueva acevedo, edwin",normalized,derived
557,"Villanueva Acevedo, Edwin","villanueva acevedo, edwin",paternal_surname,derived
557,"Villanueva, Edwin","villanueva, edwin",paternal_surname,derived
558,"Virgil Morales, Edwin","virgil morales, edwin",canonical,derived
