bsnpr_id,alias,normalized_alias,alias_type,source
1,"Rivera, A.g.","rivera, ag",canonical,derived
1,"Rivera, A.g.","rivera, ag",enciclopedia,bsnpr
1,A.g. Rivera,ag rivera,given_family_order,derived
1,"Rivera, A.","rivera, a",initial,derived
1,"rivera, ag","rivera, ag",normalized,derived
1,"Rivera, A.g.","rivera, ag",paternal_surname,derived
2,"Calderon, A.l.","calderon, al",canonical,derived
2,"Calderon, A.l.","calderon, al",enciclopedia,bsnpr
2,A.l. Calderon,al calderon,given_family_order,derived
2,"Calderon, A.","calderon, a",initial,derived
2,"calderon, al","calderon, al",normalized,derived
2,"Calderon, A.l.","calderon, al",paternal_surname,derived
3,"Shamshid Deen, Abdul","shamshid deen, abdul",canonical,derived
3,"Shamshid Deen, Abdul","shamshid deen, abdul",enciclopedia,bsnpr
3,Abdul Shamshid Deen,abdul shamshid deen,given_family_order,derived
3,"Shamshid Deen, A.","shamshid deen, a",initial,derived
3,"Shamshid, A.","shamshid, a",initial,derived
3,"shamshid deen, abdul","shamshid deen, abdul",normalized,derived
3,"Shamshid Deen, Abdul","shamshid deen, abdul",paternal_surname,derived
3,"Shamshid, Abdul","shamshid, abdul",paternal_surname,derived
4,"Carmona Andino, Abel","carmona andino, abel",canonical,derived
4,"Carmona Andino, Abel","carmona andino, abel",enciclopedia,bsnpr
4,Abel Carmona Andino,abel carmona andino,given_family_order,derived
4,"Carmona Andino, A.","carmona andino, a",initial,derived
4,"Carmona, A.","carmona, a",initial,derived
4,"carmona andino, abel","carmona andino, abel",normalized,derived
4,"Carmona Andino, Abel","carmona andino, abel",paternal_surname,derived
4,"Carmona, Abel","carmona, abel",paternal_surname,derived
5,"Negron Torres, Abraham","negron torres, abraham",canonical,derived
5,"Negron Torres, Abraham","negron torres, abraham",enciclopedia,bsnpr
5,Abraham Negron Torres,abraham negron torres,given_family_order,derived
5,"Negron Torres, A.","negron torres, a",initial,derived
5,"Negron, A.","negron, a",initial,derived
5,"negron torres, abraham","negron torres, abraham",normalized,derived
5,"Negron Torres, Abraham","negron torres, abraham",paternal_surname,derived
5,"Negron, Abraham","negron, abraham",paternal_surname,derived
6,"Reyes, Abraham","reyes, abraham",canonical,derived
6,"Reyes, Abraham","reyes, abraham",enciclopedia,bsnpr
6,Abraham Reyes,abraham reyes,given_family_order,derived
6,"Reyes, A.","reyes, a",initial,derived
6,"reyes, abraham","reyes, abraham",normalized,derived
6,"Reyes, Abraham","reyes, abraham",paternal_surname,derived
7,"Lopez Jaime, Adalberto","lopez jaime, adalberto",canonical,derived
7,"Lopez Jaime, Adalberto","lopez jaime, adalberto",enciclopedia,bsnpr
7,Adalberto Lopez Jaime,adalberto lopez jaime,given_family_order,derived
7,"Lopez Jaime, A.","lopez jaime, a",initial,derived
7,"Lopez, A.","lopez, a",initial,derived
7,"lopez jaime, adalberto","lopez jaime, adalberto",normalized,derived
7,"Lopez Jaime, Adalberto","lopez jaime, adalberto",paternal_surname,derived
7,"Lopez, Adalberto","lopez, adalberto",paternal_surname,derived
8,"Lopez Arroyo, Adalberto","lopez arroyo, adalberto",canonical,derived
8,"Lopez Arroyo, Adalberto","lopez arroyo, adalberto",enciclopedia,bsnpr
8,Adalberto Lopez Arroyo,adalberto lopez arroyo,given_family_order,derived
8,"Lopez Arroyo, A.","lopez arroyo, a",initial,derived
8,"Lopez, A.","lopez, a",initial,derived
8,alvin,alvin,nickname,bsnpr
8,"Lopez, alvin","lopez, alvin",nickname_surname,derived
8,"lopez arroyo, adalberto","lopez arroyo, adalberto",normalized,derived
8,"Lopez Arroyo, Adalberto","lopez arroyo, adalberto",paternal_surname,derived
8,"Lopez, Adalberto","lopez, adalberto",paternal_surname,derived
9,"Medrick Wilson, Adolfo","medrick wilson, adolfo",canonical,derived
9,"Medrick Wilson, Adolfo","medrick wilson, adolfo",enciclopedia,bsnpr
9,Adolfo Medrick Wilson,adolfo medrick wilson,given_family_order,derived
9,"Medrick Wilson, A.","medrick wilson, a",initial,derived
9,"Medrick, A.","medrick, a",initial,derived
9,"medrick wilson, adolfo","medrick wilson, adolfo",normalized,derived
9,"Medrick Wilson, Adolfo","medrick wilson, adolfo",paternal_surname,derived
9,"Medrick, Adolfo","medrick, adolfo",paternal_surname,derived
10,"Porrata Doria, Adolfo","porrata doria, adolfo",canonical,derived
10,"Porrata Doria, Adolfo","porrata doria, adolfo",enciclopedia,bsnpr
10,Adolfo Porrata Doria,adolfo porrata doria,given_family_order,derived
10,"Porrata Doria, A.","porrata doria, a",initial,derived
10,"Porrata, A.","porrata, a",initial,derived
10,"porrata doria, adolfo","porrata doria, adolfo",normalized,derived
10,"Porrata Doria, Adolfo","porrata doria, adolfo",paternal_surname,derived
10,"Porrata, Adolfo","porrata, adolfo",paternal_surname,derived
11,"Velazquez, Adolfo","velazquez, adolfo",canonical,derived
11,"Velazquez, Adolfo","velazquez, adolfo",enciclopedia,bsnpr
11,Adolfo Velazquez,adolfo velazquez,given_family_order,derived
11,"Velazquez, A.","velazquez, a",initial,derived
11,"velazquez, adolfo","velazquez, adolfo",normalized,derived
11,"Velazquez, Adolfo","velazquez, adolfo",paternal_surname,derived
12,"Diaz Trusan, Adrian","diaz trusan, adrian",canonical,derived
12,"Diaz Trusan, Adrian","diaz trusan, adrian",enciclopedia,bsnpr
12,Adrian Diaz Trusan,adrian diaz trusan,given_family_order,derived
12,"Diaz Trusan, A.","diaz trusan, a",initial,derived
12,"Diaz, A.","diaz, a",initial,derived
12,"diaz trusan, adrian","diaz trusan, adrian",normalized,derived
12,"Diaz Trusan, Adrian","diaz trusan, adrian",paternal_surname,derived
12,"Diaz, Adrian","diaz, adrian",paternal_surname,derived
13,"Machado Torres, Adrian","machado torres, adrian",canonical,derived
13,"Machado Torres, Adrian","machado torres, adrian",enciclopedia,bsnpr
13,Adrian Machado Torres,adrian machado torres,given_family_order,derived
13,"Machado Torres, A.","machado torres, a",initial,derived
13,"Machado, A.","machado, a",initial,derived
13,"machado torres, adrian","machado torres, adrian",normalized,derived
13,"Machado Torres, Adrian","machado torres, adrian",paternal_surname,derived
13,"Machado, Adrian","machado, adrian",paternal_surname,derived
14,"Mack, Adrian","mack, adrian",canonical,derived
14,"Mack, Adrian","mack, adrian",enciclopedia,bsnpr
14,Adrian Mack,adrian mack,given_family_order,derived
14,"Mack, A.","mack, a",initial,derived
14,"mack, adrian","mack, adrian",normalized,derived
14,"Mack, Adrian","mack, adrian",paternal_surname,derived
15,"Cirino Ayala, Agustin","cirino ayala, agustin",canonical,derived
15,"Cirino Ayala, Agustin","cirino ayala, agustin",enciclopedia,bsnpr
15,Agustin Cirino Ayala,agustin cirino ayala,given_family_order,derived
15,"Cirino Ayala, A.","cirino ayala, a",initial,derived
15,"Cirino, A.","cirino, a",initial,derived
15,"cirino ayala, agustin","cirino ayala, agustin",normalized,derived
15,"Cirino Ayala, Agustin","cirino ayala, agustin",paternal_surname,derived
15,"Cirino, Agustin","cirino, agustin",paternal_surname,derived
16,"Farfan Rodriguez, Agustin","farfan rodriguez, agustin",canonical,derived
16,"Farfan Rodriguez, Agustin","farfan rodriguez, agustin",enciclopedia,bsnpr
16,Agustin Farfan Rodriguez,agustin farfan rodriguez,given_family_order,derived
16,"Farfan Rodriguez, A.","farfan rodriguez, a",initial,derived
16,"Farfan, A.","farfan, a",initial,derived
16,"farfan rodriguez, agustin","farfan rodriguez, agustin",normalized,derived
16,"Farfan Rodriguez, Agustin","farfan rodriguez, agustin",paternal_surname,derived
16,"Farfan, Agustin","farfan, agustin",paternal_surname,derived
17,"Garcia, Agustin","garcia, agustin",canonical,derived
17,"Garcia, Agustin","garcia, agustin",enciclopedia,bsnpr
17,Agustin Garcia,agustin garcia,given_family_order,derived
17,"Garcia, A.","garcia, a",initial,derived
17,"garcia, agustin","garcia, agustin",normalized,derived
17,"Garcia, Agustin","garcia, agustin",paternal_surname,derived
18,"Lledo, Agustin","lledo, agustin",canonical,derived
18,"Lledo, Agustin","lledo, agustin",enciclopedia,bsnpr
18,Agustin Lledo,agustin lledo,given_family_order,derived
18,"Lledo, A.","lledo, a",initial,derived
18,"lledo, agustin","lledo, agustin",normalized,derived
18,"Lledo, Agustin","lledo, agustin",paternal_surname,derived
19,"Salgado, Agustin","salgado, agustin",canonical,derived
19,"Salgado, Agustin","salgado, agustin",enciclopedia,bsnpr
19,Agustin Salgado,agustin salgado,given_family_order,derived
19,"Salgado, A.","salgado, a",initial,derived
19,"salgado, agustin","salgado, agustin",normalized,derived
19,"Salgado, Agustin","salgado, agustin",paternal_surname,derived
20,"Rivera, Ahmed","rivera, ahmed",canonical,derived
20,"Rivera, Ahmed","rivera, ahmed",enciclopedia,bsnpr
20,Ahmed Rivera,ahmed rivera,given_family_order,derived
20,"Rivera, A.","rivera, a",initial,derived
20,"rivera, ahmed","rivera, ahmed",normalized,derived
20,"Rivera, Ahmed","rivera, ahmed",paternal_surname,derived
21,"Thomas, Aki","thomas, aki",canonical,derived
21,"Thomas, Aki","thomas, aki",enciclopedia,bsnpr
21,Aki Thomas,aki thomas,given_family_order,derived
21,"Thomas, A.","thomas, a",initial,derived
21,"thomas, aki","thomas, aki",normalized,derived
21,"Thomas, Aki","thomas, aki",paternal_surname,derived
22,"Burdet, Albert","burdet, albert",canonical,derived
22,"Burdet, Albert","burdet, albert",enciclopedia,bsnpr
22,Albert Burdet,albert burdet,given_family_order,derived
22,"Burdet, A.","burdet, a",initial,derived
22,"burdet, albert","burdet, albert",normalized,derived
22,"Burdet, Albert","burdet, albert",paternal_surname,derived
23,"Maldonado Davila, Albert","maldonado davila, albert",canonical,derived
23,"Maldonado Davila, Albert","maldonado davila, albert",enciclopedia,bsnpr
23,Albert Maldonado Davila,albert maldonado davila,given_family_order,derived
23,"Maldonado Davila, A.","maldonado davila, a",initial,derived
23,"Maldonado, A.","maldonado, a",initial,derived
23,"maldonado davila, albert","maldonado davila, albert",normalized,derived
23,"Maldonado Davila, Albert","maldonado davila, albert",paternal_surname,derived
23,"Maldonado, Albert","maldonado, albert",paternal_surname,derived
24,"Arroyo, Alberto","arroyo, alberto",canonical,derived
24,"Arroyo, Alberto","arroyo, alberto",enciclopedia,bsnpr
24,Alberto Arroyo,alberto arroyo,given_family_order,derived
24,"Arroyo, A.","arroyo, a",initial,derived
24,"arroyo, alberto","arroyo, alberto",normalized,derived
24,"Arroyo, Alberto","arroyo, alberto",paternal_surname,derived
25,"Aviles Bonilla, Alberto","aviles bonilla, alberto",canonical,derived
25,"Aviles Bonilla, Alberto","aviles bonilla, alberto",enciclopedia,bsnpr
25,Alberto Aviles Bonilla,alberto aviles bonilla,given_family_order,derived
25,"Aviles Bonilla, A.","aviles bonilla, a",initial,derived
25,"Aviles, A.","aviles, a",initial,derived
25,"aviles bonilla, alberto","aviles bonilla, alberto",normalized,derived
25,"Aviles Bonilla, Alberto","aviles bonilla, alberto",paternal_surname,derived
25,"Aviles, Alberto","aviles, alberto",paternal_surname,derived
26,"Berrios, Alberto","berrios, alberto",canonical,derived
26,"Berrios, Alberto","berrios, alberto",enciclopedia,bsnpr
26,Alberto Berrios,alberto berrios,given_family_order,derived
26,"Berrios, A.","berrios, a",initial,derived
26,"berrios, alberto","berrios, alberto",normalized,derived
26,"Berrios, Alberto","berrios, alberto",paternal_surname,derived
27,"Lopez Rosario, Alberto","lopez rosario, alberto",canonical,derived
27,"Lopez Rosario, Alberto","lopez rosario, alberto",enciclopedia,bsnpr
27,Alberto Lopez Rosario,alberto lopez rosario,given_family_order,derived
27,"Lopez Rosario, A.","lopez rosario, a",initial,derived
27,"Lopez, A.","lopez, a",initial,derived
27,"lopez rosario, alberto","lopez rosario, alberto",normalized,derived
27,"Lopez Rosario, Alberto","lopez rosario, alberto",paternal_surname,derived
27,"Lopez, Alberto","lopez, alberto",paternal_surname,derived
28,"Maldonado Garcia, Alberto","maldonado garcia, alberto",canonical,derived
28,"Maldonado Garcia, Alberto","maldonado garcia, alberto",enciclopedia,bsnpr
28,Alberto Maldonado Garcia,alberto maldonado garcia,given_family_order,derived
28,"Maldonado Garcia, A.","maldonado garcia, a",initial,derived
28,"Maldonado, A.","maldonado, a",initial,derived
28,"maldonado garcia, alberto","maldonado garcia, alberto",normalized,derived
28,"Maldonado Garcia, Alberto","maldonado garcia, alberto",paternal_surname,derived
28,"Maldonado, Alberto","maldonado, alberto",paternal_surname,derived
29,"Morales Irizarry, Alberto","morales irizarry, alberto",canonical,derived
29,"Morales Irizarry, Alberto","morales irizarry, alberto",enciclopedia,bsnpr
29,Alberto Morales Irizarry,alberto morales irizarry,given_family_order,derived
29,"Morales Irizarry, A.","morales irizarry, a",initial,derived
29,"Morales, A.","morales, a",initial,derived
29,"morales irizarry, alberto","morales irizarry, alberto",normalized,derived
29,"Morales Irizarry, Alberto","morales irizarry, alberto",paternal_surname,derived
29,"Morales, Alberto","morales, alberto",paternal_surname,derived
30,"Roque, Alberto","roque, alberto",canonical,derived
30,"Roque, Alberto","roque, alberto",enciclopedia,bsnpr
30,Alberto Roque,alberto roque,given_family_order,derived
30,"Roque, A.","roque, a",initial,derived
30,"roque, alberto","roque, alberto",normalized,derived
30,"Roque, Alberto","roque, alberto",paternal_surname,derived
31,"Serra, Alberto","serra, alberto",canonical,derived
31,"Serra, Alberto","serra, alberto",enciclopedia,bsnpr
31,Alberto Serra,alberto serra,given_family_order,derived
31,"Serra, A.","serra, a",initial,derived
31,"serra, alberto","serra, alberto",normalized,derived
31,"Serra, Alberto","serra, alberto",paternal_surname,derived
32,"Tejera, Alberto","tejera, alberto",canonical,derived
32,"Tejera, Alberto","tejera, alberto",enciclopedia,bsnpr
32,Alberto Tejera,alberto tejera,given_family_order,derived
32,"Tejera, A.","tejera, a",initial,derived
32,"tejera, alberto","tejera, alberto",normalized,derived
32,"Tejera, Alberto","tejera, alberto",paternal_surname,derived
33,"Zamot Bula, Alberto","zamot bula, alberto",canonical,derived
33,"Zamot Bula, Alberto","zamot bula, alberto",enciclopedia,bsnpr
33,Alberto Zamot Bula,alberto zamot bula,given_family_order,derived
33,"Zamot Bula, A.","zamot bula, a",initial,derived
33,"Zamot, A.","zamot, a",initial,derived
33,"zamot bula, alberto","zamot bula, alberto",normalized,derived
33,"Zamot Bula, Alberto","zamot bula, alberto",paternal_surname,derived
33,"Zamot, Alberto","zamot, alberto",paternal_surname,derived
34,"Montañez Carrillo, Alberto a.","montanez carrillo, alberto a",canonical,derived
34,"Montañez Carrillo, Alberto a.","montanez carrillo, alberto a",enciclopedia,bsnpr
34,Alberto a. Montañez Carrillo,alberto a montanez carrillo,given_family_order,derived
34,"Montañez Carrillo, Alberto","montanez carrillo, alberto",given_first_only,derived
34,"Montañez, Alberto","montanez, alberto",given_first_only,derived
34,"Montañez Carrillo, A.","montanez carrillo, a",initial,derived
34,"Montañez, A.","montanez, a",initial,derived
34,"montanez carrillo, alberto a","montanez carrillo, alberto a",normalized,derived
34,"Montañez Carrillo, Alberto a.","montanez carrillo, alberto a",paternal_surname,derived
34,"Montañez, Alberto a.","montanez, alberto a",paternal_surname,derived
35,"Arroyo Bermudez, Alberto C.","arroyo bermudez, alberto c",canonical,derived
35,"Arroyo Bermudez, Alberto C.","arroyo bermudez, alberto c",enciclopedia,bsnpr
35,Alberto C. Arroyo Bermudez,alberto c arroyo bermudez,given_family_order,derived
35,"Arroyo Bermudez, Alberto","arroyo bermudez, alberto",given_first_only,derived
35,"Arroyo, Alberto","arroyo, alberto",given_first_only,derived
35,"Arroyo Bermudez, A.","arroyo bermudez, a",initial,derived
35,"Arroyo, A.","arroyo, a",initial,derived
35,berti,berti,nickname,bsnpr
35,"Arroyo, berti","arroyo, berti",nickname_surname,derived
35,"arroyo bermudez, alberto c","arroyo bermudez, alberto c",normalized,derived
35,"Arroyo Bermudez, Alberto C.","arroyo bermudez, alberto c",paternal_surname,derived
35,"Arroyo, Alberto C.","arroyo, alberto c",paternal_surname,derived
36,"Gonzalez Vientos, Alberto carlos","gonzalez vientos, alberto carlos",canonical,derived
36,"Gonzalez Vientos, Alberto carlos","gonzalez vientos, alberto carlos",enciclopedia,bsnpr
36,Alberto carlos Gonzalez Vientos,alberto carlos gonzalez vientos,given_family_order,derived
36,"Gonzalez Vientos, Alberto","gonzalez vientos, alberto",given_first_only,derived
36,"Gonzalez, Alberto","gonzalez, alberto",given_first_only,derived
36,"Gonzalez Vientos, A.","gonzalez vientos, a",initial,derived
36,"Gonzalez, A.","gonzalez, a",initial,derived
36,"gonzalez vientos, alberto carlos","gonzalez vientos, alberto carlos",normalized,derived
36,"Gonzalez Vientos, Alberto carlos","gonzalez vientos, alberto carlos",paternal_surname,derived
36,"Gonzalez, Alberto carlos","gonzalez, alberto carlos",paternal_surname,derived
37,"Carmona Sanchez, Alejandro","carmona sanchez, alejandro",canonical,derived
37,"Carmona Sanchez, Alejandro Carmona","carmona sanchez, alejandro carmona",enciclopedia,bsnpr
37,Alejandro Carmona Sanchez,alejandro carmona sanchez,given_family_order,derived
37,"Carmona Sanchez, A.","carmona sanchez, a",initial,derived
37,"Carmona, A.","carmona, a",initial,derived
37,Bimbo,bimbo,nickname,bsnpr
37,"Carmona, Bimbo","carmona, bimbo",nickname_surname,derived
37,"carmona sanchez, alejandro","carmona sanchez, alejandro",normalized,derived
37,"Carmona Sanchez, Alejandro","carmona sanchez, alejandro",paternal_surname,derived
37,"Carmona, Alejandro","carmona, alejandro",paternal_surname,derived
38,"Alvarado Ortiz, Alex","alvarado ortiz, alex",canonical,derived
38,"Alvarado Ortiz, Alex","alvarado ortiz, alex",enciclopedia,bsnpr
38,Alex Alvarado Ortiz,alex alvarado ortiz,given_family_order,derived
38,"Alvarado Ortiz, A.","alvarado ortiz, a",initial,derived
38,"Alvarado, A.","alvarado, a",initial,derived
38,"alvarado ortiz, alex","alvarado ortiz, alex",normalized,derived
38,"Alvarado Ortiz, Alex","alvarado ortiz, alex",paternal_surname,derived
38,"Alvarado, Alex","alvarado, alex",paternal_surname,derived
39,"Blackwell, Alex","blackwell, alex",canonical,derived
39,"Blackwell, Alex","blackwell, alex",enciclopedia,bsnpr
39,Alex Blackwell,alex blackwell,given_family_order,derived
39,"Blackwell, A.","blackwell, a",initial,derived
39,"blackwell, alex","blackwell, alex",normalized,derived
39,"Blackwell, Alex","blackwell, alex",paternal_surname,derived
40,"Colon Santiago, Alex","colon santiago, alex",canonical,derived
40,"Colon Santiago, Alex","colon santiago, alex",enciclopedia,bsnpr
40,Alex Colon Santiago,alex colon santiago,given_family_order,derived
40,"Colon Santiago, A.","colon santiago, a",initial,derived
40,"Colon, A.","colon, a",initial,derived
40,"colon santiago, alex","colon santiago, alex",normalized,derived
40,"Colon Santiago, Alex","colon santiago, alex",paternal_surname,derived
40,"Colon, Alex","colon, alex",paternal_surname,derived
41,"Diaz Cruz, Alex","diaz cruz, alex",canonical,derived
41,"Diaz Cruz, Alex","diaz cruz, alex",enciclopedia,bsnpr
41,Alex Diaz Cruz,alex diaz cruz,given_family_order,derived
41,"Diaz Cruz, A.","diaz cruz, a",initial,derived
41,"Diaz, A.","diaz, a",initial,derived
41,"diaz cruz, alex","diaz cruz, alex",normalized,derived
41,"Diaz Cruz, Alex","diaz cruz, alex",paternal_surname,derived
41,"Diaz, Alex","diaz, alex",paternal_surname,derived
42,"Galindo Rodríguez, Alex","galindo rodriguez, alex",canonical,derived
42,"Galindo Rodríguez, Alex","galindo rodriguez, alex",enciclopedia,bsnpr
42,Alex Galindo Rodríguez,alex galindo rodriguez,given_family_order,derived
42,"Galindo Rodríguez, A.","galindo rodriguez, a",initial,derived
42,"Galindo, A.","galindo, a",initial,derived
42,"galindo rodriguez, alex","galindo rodriguez, alex",normalized,derived
42,"Galindo Rodríguez, Alex","galindo rodriguez, alex",paternal_surname,derived
42,"Galindo, Alex","galindo, alex",paternal_surname,derived
43,"Holcombe, Alex","holcombe, alex",canonical,derived
43,"Holcombe, Alex","holcombe, alex",enciclopedia,bsnpr
43,Alex Holcombe,alex holcombe,given_family_order,derived
43,"Holcombe, A.","holcombe, a",initial,derived
43,"holcombe, alex","holcombe, alex",normalized,derived
43,"Holcombe, Alex","holcombe, alex",paternal_surname,derived
44,"Martinez, Alex","martinez, alex",canonical,derived
44,"Martinez, Alex","martinez, alex",enciclopedia,bsnpr
44,Alex Martinez,alex martinez,given_family_order,derived
44,"Martinez, A.","martinez, a",initial,derived
44,"martinez, alex","martinez, alex",normalized,derived
44,"Martinez, Alex","martinez, alex",paternal_surname,derived
45,"Vega Santos, Alex","vega santos, alex",canonical,derived
45,"Vega Santos, Alex","vega santos, alex",enciclopedia,bsnpr
45,Alex Vega Santos,alex vega santos,given_family_order,derived
45,"Vega Santos, A.","vega santos, a",initial,derived
45,"Vega, A.","vega, a",initial,derived
45,"vega santos, alex","vega santos, alex",normalized,derived
45,"Vega Santos, Alex","vega santos, alex",paternal_surname,derived
45,"Vega, Alex","vega, alex",paternal_surname,derived
46,"Vigo Salaman, Alex","vigo salaman, alex",canonical,derived
46,"Vigo Salaman, Alex","vigo salaman, alex",enciclopedia,bsnpr
46,Alex Vigo Salaman,alex vigo salaman,given_family_order,derived
46,"Vigo Salaman, A.","vigo salaman, a",initial,derived
46,"Vigo, A.","vigo, a",initial,derived
46,"vigo salaman, alex","vigo salaman, alex",normalized,derived
46,"Vigo Salaman, Alex","vigo salaman, alex",paternal_surname,derived
46,"Vigo, Alex","vigo, alex",paternal_surname,derived
47,"Cirilo Campos, Alex m.","cirilo campos, alex m",canonical,derived
47,"Cirilo Campos, Alex m.","cirilo campos, alex m",enciclopedia,bsnpr
47,Alex m. Cirilo Campos,alex m cirilo campos,given_family_order,derived
47,"Cirilo Campos, Alex","cirilo campos, alex",given_first_only,derived
47,"Cirilo, Alex","cirilo, alex",given_first_only,derived
47,"Cirilo Campos, A.","cirilo campos, a",initial,derived
47,"Cirilo, A.","cirilo, a",initial,derived
47,"cirilo campos, alex m","cirilo campos, alex m",normalized,derived
47,"Cirilo Campos, Alex m.","cirilo campos, alex m",paternal_surname,derived
47,"Cirilo, Alex m.","cirilo, alex m",paternal_surname,derived
48,"Ayala De jesus, Alexander","ayala de jesus, alexander",canonical,derived
48,"Ayala De jesus, Alexander","ayala de jesus, alexander",enciclopedia,bsnpr
48,Alexander Ayala De jesus,alexander ayala de jesus,given_family_order,derived
48,"Ayala De jesus, A.","ayala de jesus, a",initial,derived
48,"Ayala, A.","ayala, a",initial,derived
48,"ayala de jesus, alexander","ayala de jesus, alexander",normalized,derived
48,"Ayala De jesus, Alexander","ayala de jesus, alexander",paternal_surname,derived
48,"Ayala, Alexander","ayala, alexander",paternal_surname,derived
49,"Rivera Cruz, Alexander","rivera cruz, alexander",canonical,derived
49,"Rivera Cruz, Alexander","rivera cruz, alexander",enciclopedia,bsnpr
49,Alexander Rivera Cruz,alexander rivera cruz,given_family_order,derived
49,"Rivera Cruz, A.","rivera cruz, a",initial,derived
49,"Rivera, A.","rivera, a",initial,derived
49,"rivera cruz, alexander","rivera cruz, alexander",normalized,derived
49,"Rivera Cruz, Alexander","rivera cruz, alexander",paternal_surname,derived
49,"Rivera, Alexander","rivera, alexander",paternal_surname,derived
50,"Falcon Melendez, Alexander","falcon melendez, alexander",canonical,derived
50,"Falcon Melendez, Alexander","falcon melendez, alexander",enciclopedia,bsnpr
50,Alexander Falcon Melendez,alexander falcon melendez,given_family_order,derived
50,"Falcon Melendez, A.","falcon melendez, a",initial,derived
50,"Falcon, A.","falcon, a",initial,derived
50,"falcon melendez, alexander","falcon melendez, alexander",normalized,derived
50,"Falcon Melendez, Alexander","falcon melendez, alexander",paternal_surname,derived
50,"Falcon, Alexander","falcon, alexander",paternal_surname,derived
51,"Feliciano Gonzalez, Alexis","feliciano gonzalez, alexis",canonical,derived
51,"Feliciano Gonzalez, Alexis","feliciano gonzalez, alexis",enciclopedia,bsnpr
51,Alexis Feliciano Gonzalez,alexis feliciano gonzalez,given_family_order,derived
51,"Feliciano Gonzalez, A.","feliciano gonzalez, a",initial,derived
51,"Feliciano, A.","feliciano, a",initial,derived
51,"feliciano gonzalez, alexis","feliciano gonzalez, alexis",normalized,derived
51,"Feliciano Gonzalez, Alexis","feliciano gonzalez, alexis",paternal_surname,derived
51,"Feliciano, Alexis","feliciano, alexis",paternal_surname,derived
52,"Muniz Villanueva, Alexis","muniz villanueva, alexis",canonical,derived
52,"Muniz Villanueva, Alexis","muniz villanueva, alexis",enciclopedia,bsnpr
52,Alexis Muniz Villanueva,alexis muniz villanueva,given_family_order,derived
52,"Muniz Villanueva, A.","muniz villanueva, a",initial,derived
52,"Muniz, A.","muniz, a",initial,derived
52,"muniz villanueva, alexis","muniz villanueva, alexis",normalized,derived
52,"Muniz Villanueva, Alexis","muniz villanueva, alexis",paternal_surname,derived
52,"Muniz, Alexis","muniz, alexis",paternal_surname,derived
53,"Nieves, Alexis","nieves, alexis",canonical,derived
53,"Nieves, Alexis","nieves, alexis",enciclopedia,bsnpr
53,Alexis Nieves,alexis nieves,given_family_order,derived
53,"Nieves, A.","nieves, a",initial,derived
53,"nieves, alexis","nieves, alexis",normalized,derived
53,"Nieves, Alexis","nieves, alexis",paternal_surname,derived
54,"Sepulveda Fontanez, Alexis","sepulveda fontanez, alexis",canonical,derived
54,"Sepulveda Fontanez, Alexis","sepulveda fontanez, alexis",enciclopedia,bsnpr
54,Alexis Sepulveda Fontanez,alexis sepulveda fontanez,given_family_order,derived
54,"Sepulveda Fontanez, A.","sepulveda fontanez, a",initial,derived
54,"Sepulveda, A.","sepulveda, a",initial,derived
54,"sepulveda fontanez, alexis","sepulveda fontanez, alexis",normalized,derived
54,"Sepulveda Fontanez, Alexis","sepulveda fontanez, alexis",paternal_surname,derived
54,"Sepulveda, Alexis","sepulveda, alexis",paternal_surname,derived
55,"Sosa Arocho, Alexis","sosa arocho, alexis",canonical,derived
55,"Sosa Arocho, Alexis","sosa arocho, alexis",enciclopedia,bsnpr
55,Alexis Sosa Arocho,alexis sosa arocho,given_family_order,derived
55,"Sosa Arocho, A.","sosa arocho, a",initial,derived
55,"Sosa, A.","sosa, a",initial,derived
55,"sosa arocho, alexis","sosa arocho, alexis",normalized,derived
55,"Sosa Arocho, Alexis","sosa arocho, alexis",paternal_surname,derived
55,"Sosa, Alexis","sosa, alexis",paternal_surname,derived
56,"Sotomayor Rivera, Alexis","sotomayor rivera, alexis",canonical,derived
56,"Sotomayor Rivera, Alexis","sotomayor rivera, alexis",enciclopedia,bsnpr
56,Alexis Sotomayor Rivera,alexis sotomayor rivera,given_family_order,derived
56,"Sotomayor Rivera, A.","sotomayor rivera, a",initial,derived
56,"Sotomayor, A.","sotomayor, a",initial,derived
56,"sotomayor rivera, alexis","sotomayor rivera, alexis",normalized,derived
56,"Sotomayor Rivera, Alexis","sotomayor rivera, alexis",paternal_surname,derived
56,"Sotomayor, Alexis","sotomayor, alexis",paternal_surname,derived
57,"Gomez, Alfonso","gomez, alfonso",canonical,derived
57,"Gomez, Alfonso","gomez, alfonso",enciclopedia,bsnpr
57,Alfonso Gomez,alfonso gomez,given_family_order,derived
57,"Gomez, A.","gomez, a",initial,derived
57,"gomez, alfonso","gomez, alfonso",normalized,derived
57,"Gomez, Alfonso","gomez, alfonso",paternal_surname,derived
58,"Cotto, Alfred","cotto, alfred",canonical,derived
58,"Cotto, Alfred","cotto, alfred",enciclopedia,bsnpr
58,Alfred Cotto,alfred cotto,given_family_order,derived
58,"Cotto, A.","cotto, a",initial,derived
58,"cotto, alfred","cotto, alfred",normalized,derived
58,"Cotto, Alfred","cotto, alfred",paternal_surname,derived
59,"Lee Porter, Alfred","lee porter, alfred",canonical,derived
59,"Lee Porter, Alfred","lee porter, alfred",enciclopedia,bsnpr
