bsnpr_id,season,team_raw,games,points,source_id,source_url,retrieved_at
2686,2011,"Maratonistas, Coamo",6,4,wayback_bsnpr_players,https://web.archive.org/web/20170715121301id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2686&e=,2026-09-08T14:56:12Z
2686,2014,"Maratonistas, Coamo",11,21,wayback_bsnpr_players,https://web.archive.org/web/20170715121301id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2686&e=,2026-09-08T14:56:12Z
2686,2015,"Brujos, Guayama",10,11,wayback_bsnpr_players,https://web.archive.org/web/20170715121301id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2686&e=,2026-09-08T14:56:12Z
2686,2017,"Vaqueros, Bayamon",8,2,wayback_bsnpr_players,https://web.archive.org/web/20170715121301id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2686&e=,2026-09-08T14:56:12Z
2687,2011,"Maratonistas, Coamo",28,98,wayback_bsnpr_players,https://web.archive.org/web/20130428001057id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2687&e=,2026-09-08T14:56:14Z
2687,2013,"Caciques-Gigantes, Humacao-Carolina",10,27,wayback_bsnpr_players,https://web.archive.org/web/20130428001057id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2687&e=,2026-09-08T14:56:14Z
2690,2011,"Atleticos, San German",28,409,wayback_bsnpr_players,https://web.archive.org/web/20130612083928id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2690&e=14,2026-09-08T14:56:16Z
2690,2012,"Atleticos, San German",10,107,wayback_bsnpr_players,https://web.archive.org/web/20130612083928id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2690&e=14,2026-09-08T14:56:16Z
2690,2013,"Mets, Guaynabo",20,293,wayback_bsnpr_players,https://web.archive.org/web/20130612083928id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2690&e=14,2026-09-08T14:56:16Z
2692,2011,"Gallitos, Isabela",27,485,wayback_bsnpr_players,https://web.archive.org/web/20160209233439id_/http://www.bsnpr.com/jugadores/jugador.asp?id=2692,2026-09-08T14:56:18Z
2692,2012,"Piratas, Quebradillas",11,221,wayback_bsnpr_players,https://web.archive.org/web/20160209233439id_/http://www.bsnpr.com/jugadores/jugador.asp?id=2692,2026-09-08T14:56:18Z
2695,2011,"Mets, Guaynabo",3,24,wayback_bsnpr_players,https://web.archive.org/web/20110412235243id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2695&e=14,2026-09-08T14:56:20Z
2697,2011,"Atleticos, San German",24,430,wayback_bsnpr_players,https://web.archive.org/web/20170715112602id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2697&e=,2026-09-08T14:56:22Z
2697,2012,"Atleticos, San German",21,446,wayback_bsnpr_players,https://web.archive.org/web/20170715112602id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2697&e=,2026-09-08T14:56:22Z
2697,2013,"Leones, Ponce",31,635,wayback_bsnpr_players,https://web.archive.org/web/20170715112602id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2697&e=,2026-09-08T14:56:22Z
2697,2014,"Leones, Ponce",36,722,wayback_bsnpr_players,https://web.archive.org/web/20170715112602id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2697&e=,2026-09-08T14:56:22Z
2697,2015,"Leones, Ponce",26,482,wayback_bsnpr_players,https://web.archive.org/web/20170715112602id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2697&e=,2026-09-08T14:56:22Z
