game_id,season,date,script,team_a_raw,score_a,team_b_raw,score_b,quarters_a,quarters_b,confidence,source_id,source_url,retrieved_at
BS22090,2002,2002-05-27,gamestatwide.asp,CAROLINA,58,BAYAMON,103,9-14-21-14-0-0,25-28-20-30-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020608010231id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22090&GRUPO=PO99&SERIE=4,2026-09-08T15:43:31Z
BS22090,2002,2002-05-27,gamestatwide.asp,CAROLINA,58,BAYAMON,103,9-14-21-14-0-0,25-28-20-30-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020625233141id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22090&grupo=,2026-09-08T15:46:38Z
BS22092,2002,2002-05-28,gamestatwide.asp,ARECIBO,77,SANTURCE,87,12-26-15-24-0-0,29-26-14-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020608010233id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22092&GRUPO=PO99&SERIE=4,2026-09-08T15:43:33Z
BS22092,2002,2002-05-28,gamestatwide.asp,ARECIBO,77,SANTURCE,87,12-26-15-24-0-0,29-26-14-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020616011858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22092&grupo=,2026-09-08T15:44:45Z
BS22094,2002,2002-05-28,gamestatwide.asp,CAROLINA,62,MAYAGUEZ,69,12-21-13-16-0-0,24-19-12-14-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020608010757id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22094&GRUPO=PO99&SERIE=4,2026-09-08T15:43:35Z
BS22094,2002,2002-05-28,gamestatwide.asp,CAROLINA,62,MAYAGUEZ,69,12-21-13-16-0-0,24-19-12-14-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627045207id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22094&grupo=,2026-09-08T15:47:48Z
BS22096,2002,2002-05-29,gamestatwide.asp,ARECIBO,101,SAN GERMAN,71,25-16-22-38-0-0,15-25-16-15-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020608012536id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22096&GRUPO=PO99&SERIE=4,2026-09-08T15:43:39Z
BS22096,2002,2002-05-29,gamestatwide.asp,ARECIBO,101,SAN GERMAN,71,25-16-22-38-0-0,15-25-16-15-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020629090857id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22096&grupo=,2026-09-08T15:48:33Z
BS22097,2002,2002-05-29,gamestatwide.asp,BAYAMON,88,COAMO,79,20-23-28-17-0-0,18-20-26-15-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020608011845id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22097&GRUPO=PO99&SERIE=4,2026-09-08T15:43:37Z
BS22097,2002,2002-05-29,gamestatwide.asp,BAYAMON,88,COAMO,79,20-23-28-17-0-0,18-20-26-15-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020625233650id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22097&grupo=,2026-09-08T15:46:46Z
BS22098,2002,2002-05-30,gamestatwide.asp,CAGUAS,95,CAROLINA,83,20-25-26-24-0-0,22-14-21-26-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627050031id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22098&grupo=,2026-09-08T15:48:07Z
BS22099,2002,2002-05-30,gamestatwide.asp,MOROVIS,102,CAYEY,106,27-20-20-35-0-0,28-28-19-31-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627082133id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22099&grupo=,2026-09-08T15:48:19Z
BS22100,2002,2002-05-31,gamestatwide.asp,SAN GERMAN,88,PONCE,87,17-18-31-22-0-0,26-28-16-17-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020612023431id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22100&GRUPO=PO99&SERIE=4,2026-09-08T15:44:07Z
BS22103,2002,2002-06-01,gamestatwide.asp,CAROLINA,87,CAYEY,82,20-20-23-24-0-0,21-15-28-18-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627045722id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22103&grupo=,2026-09-08T15:47:57Z
BS22107,2002,2002-06-02,gamestatwide.asp,SAN GERMAN,88,MAYAGUEZ,74,21-18-14-35-0-0,14-15-20-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020613174147id_/http://bsnpr.com:80/gamestatwide.asp?r=BS22107&GRUPO=PO99&SERIE=4,2026-09-08T15:44:09Z
BS22107,2002,2002-06-02,gamestatwide.asp,SAN GERMAN,88,MAYAGUEZ,74,21-18-14-35-0-0,14-15-20-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627045439id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22107&grupo=,2026-09-08T15:47:51Z
BS22108,2002,2002-06-02,gamestatwide.asp,ISABELA,81,PONCE,97,16-19-22-24-0-0,33-20-27-17-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020613174430id_/http://bsnpr.com:80/gamestatwide.asp?r=BS22108&GRUPO=PO99&SERIE=4,2026-09-08T15:44:11Z
BS22109,2002,2002-06-02,gamestatwide.asp,CAYEY,90,MOROVIS,88,30-17-20-23-0-0,24-30-19-15-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020613174817id_/http://bsnpr.com:80/gamestatwide.asp?r=BS22109&GRUPO=PO99&SERIE=4,2026-09-08T15:44:13Z
BS22109,2002,2002-06-02,gamestatwide.asp,CAYEY,90,MOROVIS,88,30-17-20-23-0-0,24-30-19-15-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020629082316id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22109&grupo=,2026-09-08T15:48:25Z
BS22110,2002,2002-06-02,gamestatwide.asp,SANTURCE,83,BAYAMON,93,25-19-13-26-0-0,21-23-24-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020616012024id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22110&grupo=,2026-09-08T15:44:47Z
BS22111,2002,2002-06-03,gamestatwide.asp,CAGUAS,78,ARECIBO,76,16-24-15-23-0-0,19-15-23-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020613175101id_/http://bsnpr.com:80/gamestatwide.asp?r=BS22111&GRUPO=PO99&SERIE=4,2026-09-08T15:44:17Z
BS22111,2002,2002-06-03,gamestatwide.asp,CAGUAS,78,ARECIBO,76,16-24-15-23-0-0,19-15-23-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020629090948id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22111&grupo=,2026-09-08T15:48:35Z
BS22112,2002,2002-06-03,gamestatwide.asp,MAYAGUEZ,79,COAMO,87,16-17-20-26-0-0,20-23-17-27-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020613175316id_/http://bsnpr.com:80/gamestatwide.asp?r=BS22112&GRUPO=PO99&SERIE=4,2026-09-08T15:44:20Z
BS22112,2002,2002-06-03,gamestatwide.asp,MAYAGUEZ,79,COAMO,87,16-17-20-26-0-0,20-23-17-27-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627045633id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22112&grupo=,2026-09-08T15:47:53Z
BS22113,2002,2002-06-03,gamestatwide.asp,ISABELA,87,QUEBRADILLAS,117,15-26-16-30-0-0,40-16-35-26-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020613175833id_/http://bsnpr.com:80/gamestatwide.asp?r=BS22113&GRUPO=PO99&SERIE=4,2026-09-08T15:44:22Z
BS22113,2002,2002-06-03,gamestatwide.asp,ISABELA,87,QUEBRADILLAS,117,15-26-16-30-0-0,40-16-35-26-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020625025727id_/http://www.bsnpr.com:80/gamestatwide.asp?grupo=&r=BS22113,2026-09-08T15:45:42Z
BS22114,2002,2002-06-04,gamestatwide.asp,COAMO,94,SAN GERMAN,91,24-27-22-21-0-0,21-18-16-36-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020613180148id_/http://bsnpr.com:80/gamestatwide.asp?r=BS22114&GRUPO=PO99&SERIE=4,2026-09-08T15:44:24Z
BS22115,2002,2002-06-04,gamestatwide.asp,SANTURCE,88,CAROLINA,69,27-27-14-20-0-0,15-13-24-17-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020616011817id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22115&grupo=,2026-09-08T15:44:42Z
BS22117,2002,2002-06-04,gamestatwide.asp,CAYEY,70,CAGUAS,78,22-22-18-8-0-0,9-21-29-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020613180432id_/http://bsnpr.com:80/gamestatwide.asp?r=BS22117&GRUPO=PO99&SERIE=4,2026-09-08T15:44:26Z
BS22118,2002,2002-06-05,gamestatwide.asp,MOROVIS,91,BAYAMON,92,19-27-23-22-0-0,26-22-24-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020625233821id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22118&grupo=,2026-09-08T15:46:48Z
BS22120,2002,2002-06-06,gamestatwide.asp,CAGUAS,83,PONCE,87,21-29-16-17-0-0,26-21-16-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020624200027id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22120&GRUPO=PO99&SERIE=4,2026-09-08T15:45:04Z
BS22121,2002,2002-06-06,gamestatwide.asp,ISABELA,102,COAMO,98,15-31-28-28-0-0,26-26-18-28-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020624195246id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22121&GRUPO=PO99&SERIE=4,2026-09-08T15:45:02Z
BS22122,2002,2002-06-06,gamestatwide.asp,ARECIBO,87,CAYEY,68,24-20-18-25-0-0,15-19-18-16-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020624200157id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22122&GRUPO=PO99&SERIE=4,2026-09-08T15:45:13Z
BS22123,2002,2002-06-06,gamestatwide.asp,SANTURCE,93,SAN GERMAN,74,24-26-18-25-0-0,14-21-20-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020616012131id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22123&grupo=,2026-09-08T15:44:49Z
BS22123,2002,2002-06-06,gamestatwide.asp,SANTURCE,93,SAN GERMAN,74,24-26-18-25-0-0,14-21-20-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020624200932id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22123&GRUPO=PO99&SERIE=4,2026-09-08T15:45:21Z
BS22124,2002,2002-06-07,gamestatwide.asp,CAROLINA,98,MOROVIS,105,17-28-22-31-0-0,24-33-23-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020624200853id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22124&GRUPO=PO99&SERIE=4,2026-09-08T15:45:19Z
BS22124,2002,2002-06-07,gamestatwide.asp,CAROLINA,98,MOROVIS,105,17-28-22-31-0-0,24-33-23-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627045821id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22124&grupo=,2026-09-08T15:48:01Z
BS22125,2002,2002-06-07,gamestatwide.asp,PONCE,82,MAYAGUEZ,76,20-25-21-16-0-0,24-17-18-17-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020624201207id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22125&GRUPO=PO99&SERIE=4,2026-09-08T15:45:27Z
BS22125,2002,2002-06-07,gamestatwide.asp,PONCE,82,MAYAGUEZ,76,20-25-21-16-0-0,24-17-18-17-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627050350id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22125&grupo=,2026-09-08T15:48:09Z
BS22126,2002,2002-06-07,gamestatwide.asp,BAYAMON,93,QUEBRADILLAS,76,18-31-22-22-0-0,31-7-21-17-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020624200151id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22126&grupo=,2026-09-08T15:45:11Z
BS22126,2002,2002-06-07,gamestatwide.asp,BAYAMON,93,QUEBRADILLAS,76,18-31-22-22-0-0,31-7-21-17-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020624201422id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22126&GRUPO=PO99&SERIE=4,2026-09-08T15:45:38Z
BS22127,2002,2002-06-08,gamestatwide.asp,SAN GERMAN,104,CAGUAS,89,19-33-31-21-0-0,19-27-20-23-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627042941id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22127&GRUPO=PO99&SERIE=4,2026-09-08T15:47:18Z
BS22128,2002,2002-06-08,gamestatwide.asp,CAYEY,78,ISABELA,80,24-25-16-13-0-0,21-15-20-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627041921id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22128&GRUPO=PO99&SERIE=4,2026-09-08T15:46:57Z
BS22128,2002,2002-06-08,gamestatwide.asp,CAYEY,78,ISABELA,80,24-25-16-13-0-0,21-15-20-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020629080319id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22128&grupo=,2026-09-08T15:48:23Z
BS22129,2002,2002-06-08,gamestatwide.asp,ARECIBO,80,QUEBRADILLAS,83,11-17-24-28-0-0,18-17-18-30-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627042034id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22129&GRUPO=PO99&SERIE=4,2026-09-08T15:47:00Z
BS22130,2002,2002-06-09,gamestatwide.asp,PONCE,74,SANTURCE,84,21-25-6-22-0-0,21-24-15-24-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627042225id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22130&GRUPO=PO99&SERIE=4,2026-09-08T15:47:02Z
BS22131,2002,2002-06-09,gamestatwide.asp,CAROLINA,78,ARECIBO,82,22-16-20-20-0-0,20-18-19-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627042506id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22131&GRUPO=PO99&SERIE=4,2026-09-08T15:47:09Z
BS22131,2002,2002-06-09,gamestatwide.asp,CAROLINA,78,ARECIBO,82,22-16-20-20-0-0,20-18-19-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627050411id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22131&grupo=,2026-09-08T15:48:10Z
BS22132,2002,2002-06-09,gamestatwide.asp,COAMO,85,CAGUAS,82,23-16-25-21-0-0,21-20-22-19-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627042229id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22132&GRUPO=PO99&SERIE=4,2026-09-08T15:47:04Z
BS22133,2002,2002-06-10,gamestatwide.asp,BAYAMON,101,CAYEY,83,25-28-24-24-0-0,26-18-14-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627042436id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22133&GRUPO=PO99&SERIE=4,2026-09-08T15:47:07Z
BS22133,2002,2002-06-10,gamestatwide.asp,BAYAMON,101,CAYEY,83,25-28-24-24-0-0,26-18-14-25-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627042807id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22133&grupo=,2026-09-08T15:47:14Z
BS22134,2002,2002-06-10,gamestatwide.asp,MAYAGUEZ,82,SAN GERMAN,90,19-20-27-16-0-0,17-33-20-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627042638id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22134&GRUPO=PO99&SERIE=4,2026-09-08T15:47:12Z
BS22134,2002,2002-06-10,gamestatwide.asp,MAYAGUEZ,82,SAN GERMAN,90,19-20-27-16-0-0,17-33-20-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627043523id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22134&grupo=,2026-09-08T15:47:28Z
BS22135,2002,2002-06-10,gamestatwide.asp,SANTURCE,71,ISABELA,62,17-16-17-21-0-0,20-12-10-20-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627042836id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22135&GRUPO=PO99&SERIE=4,2026-09-08T15:47:16Z
BS22136,2002,2002-06-10,gamestatwide.asp,QUEBRADILLAS,119,MOROVIS,106,33-28-31-27-0-0,20-19-26-41-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627043356id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22136&GRUPO=PO99&SERIE=4,2026-09-08T15:47:23Z
BS22137,2002,2002-06-11,gamestatwide.asp,COAMO,82,MAYAGUEZ,86,21-20-23-18-0-0,20-20-24-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020627043556id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22137&grupo=,2026-09-08T15:47:32Z
BS22139,2002,2002-06-11,gamestatwide.asp,SAN GERMAN,104,ARECIBO,99,23-21-22-38-0-0,27-23-27-22-0-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020629091520id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22139&grupo=,2026-09-08T15:48:39Z
BS22197,2002,2002-05-07,gamestatwide.asp,SAN GERMAN,111,CAYEY,105,19-27-26-24-15-0,28-25-19-24-9-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020512095209id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22197&grupo=,2026-09-08T15:42:59Z
BS22197,2002,2002-05-07,gamestatwide.asp,SAN GERMAN,111,CAYEY,105,19-27-26-24-15-0,28-25-19-24-9-0,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020611222752id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS22197&GRUPO=PO99&SERIE=4,2026-09-08T15:44:00Z
