bsnpr_id,notes_es,birthplace,roster_team,roster_year,jersey,source_id,source_url,retrieved_at
4,,"Bayamon, Puerto Rico",COAMO,2005,09,wayback_bsnpr_jugador05,https://web.archive.org/web/20050321232906id_/http://www.bsnpr.com:80/jugador05.asp?r2=FMJCFBIPED&e=COAMO,2026-09-10T03:18:55Z
24,"Cuenta con rapidez y un buen tiro a larga distancia, puede jugar de armador y escolta si es necesario.","Rio Piedras, Puerto Rico",SANTURCE,2006,10,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235725id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462786RX3B&e=SANTURCE,2026-09-10T03:27:14Z
37,"Uno de los mejores escoltas que sacará todas sus habilidades esta temporada. Jugador bien confiable en la ofensiva y tiene la estatura, rapidez y habilidades para establecerse como uno de los mejores. Cuenta con un buen tiro de afuera y una defensa excepcional.","Rio Piedras, Puerto Rico",Santurce,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322103409id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462736RX0S&e=,2026-09-10T03:12:40Z
49,,"Santurce, Puerto Rico",CAGUAS,2005,20,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064811id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462686RWYN&e=CAGUAS,2026-09-10T03:13:15Z
50,"Excelente jugador defensivo, puede jugar de alero, delantero fuerte y centro. Posee la fortaleza para recobrar el rebote importante y para anotar. Tiene un buen tiro a media distancia y puede irse a la zona de tres en confianza.","Rio Piedras, Puerto Rico",SANTURCE,2005,33,wayback_bsnpr_jugador05,https://web.archive.org/web/20050321232823id_/http://www.bsnpr.com:80/jugador05.asp?r2=462796RX3F&e=SANTURCE,2026-09-10T03:20:32Z
52,,"Mayaguez, Puerto Rico",QUEBRADILLAS,2006,17,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234016id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462726RX0F&e=QUEBRADILLAS,2026-09-10T03:28:39Z
78,Uno de los mejores prospectos en la nación americana en los últimos dos años. Es un jugador bastante rápido y podría ser uno de los mejores delanteros pequeños en el mundo. Solamente necesita mejorar su tiro de tres.,República Dominicana,CAGUAS,2005,13,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064503id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462716RX0B&e=CAGUAS,2026-09-10T03:12:52Z
79,,"Caguas, Puerto Rico",Santurce,2005,05,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322231418id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=IQKNMRYDAC&e=,2026-09-10T03:14:21Z
87,Un armador completo y bien ofensivo. Cuenta con un buen manejo de balón y es rápido en penetraciones. Sus habilidades defensivas son muy buenas y en un futuro cercano puede ser una estrella del BSN. Graduado de la American University.,,CAGUAS,2006,10,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235132id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=NXZNFEPSXU&e=CAGUAS,2026-09-10T03:28:20Z
93,"Galardonado como Novato del Año con los Titanes de Morovis en el 2003. Buenas habilidades ofensivas, bien explosivo y con excelentes habilidades defensivas.","Santo Domingo, Republica Dom.",ISABELA,2005,06,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414065028id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462746RX1G&e=ISABELA,2026-09-10T03:14:07Z
110,,New Jersey,COAMO,2005,31,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064435id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462706RWZN&e=COAMO,2026-09-10T03:12:26Z
118,,"Rio Piedras, Puerto Rico",SAN GERMAN,2006,33,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234904id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462676RWYA&e=SAN%20GERMAN,2026-09-10T03:27:06Z
120,"Tirador zurdo, jugador joven con vasta experiencia en el BSN. Puede jugar de armador y escolta contando con un tiro letal de tres puntos si se deja solo en el perímetro. Galardonado como Novato del Año en el 1997. Experiencia Internacional en Venezuela, República Dominicana y México.","Humacao, Puerto Rico",Santurce,2005,11,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322102930id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462736RX0U&e=,2026-09-10T03:12:54Z
135,"Puede jugar como escolta, alero y delantero fuerte gracias a su fortaleza en la pintura y un buen brinco. Ha desarrollado un buen tiro a larga distancia para complementar sus habilidades ya establecidas y puede penetrar y donquear con facilidad. Pronto podría convertirse en uno de los mejores jugadores del BSN. Nombrado Novato del Año en el 1999 cuando militaba con los Mets de Guaynabo.","San Juan, Puerto Rico",ARECIBO,2006,05,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235715id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462666RWXV&e=ARECIBO,2026-09-10T03:28:22Z
139,,"Ponce, Puerto Rico",Santurce,2005,06,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322231430id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462786RX36&e=,2026-09-10T03:15:34Z
144,"Jugador muy completo, jugador con vasta experiencia internacional tambien participando con la selección nacional de Cuba por muchos años de su carrera. Anotador fogoso y jugador que no le tiene miedo a las tablas.","La Habana, Cuba",COAMO,2005,12,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064759id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462686RWYU&e=COAMO,2026-09-10T03:12:38Z
148,Hermano de Luis Rosa. Ha participado en el BSN con los Leones de Ponce (2002) y se ha destacado en la NAIA con la Universidad de Brescia.,"Río Piedras, Puerto Rico",PONCE,2006,,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234230id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=TLRPRTYNXO&e=PONCE,2026-09-10T03:27:18Z
151,"Jugador muy fuerte y bien desarrollado, jugador con excelentes habilidades en la pintura y con un potencial para establecerse en el BSN como uno de los mejores jugadores defensivos. En ofensiva puede encestar una buena cantidad de puntos gracias a los fundamentos que pone en práctica en la pintura.",New York,CAYEY,2006,,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234021id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=LCLADCPJBV&e=CAYEY,2026-09-10T03:27:03Z
160,"Graduado de la Universidad de St. Louis en donde participó seis temporadas en la NBA con los Knicks de Nueva York, Kings de Sacramento y los Magic de Orlando. Ha participado tambien en España, Grecia, Italia y Rusia. En Puerto Rico ha participado tambien con los Brujos de Guayama siendo un excelente jugador defensivo con potencial de un doble doble todas las noches.","St. Louis, Missouri",PONCE,2006,88,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235741id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462756RX1S&e=PONCE,2026-09-10T03:11:53Z
164,"Graduado de la Universidad de Houston (1994), ha participado en seis temporadas en la NBA y ha contado con mucha experiencia internacional en Grecia, Italia, España, República Dominicana y Venezuela. Puede jugar como armador y escolta siendo fuerte en defensa y rápido y articulado en ofensiva, tiene un buen tiro a larga distancia y gran manejo de balón.","West Palm Beach, Florida",Santurce,2005,04,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322102857id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462686RWYZ&e=,2026-09-10T03:16:20Z
179,"Anotador copioso, alto, rápido y con la capacidad de jugar como armador si tambien se necesita. Posee un buen tiro a larga distancia y cuenta con una buena defensa en todas áreas.","Toa Baja, Puerto Rico",CAYEY,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064839id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=APGOREFZVT&e=CAYEY,2026-09-10T03:12:58Z
193,Jugador fogoso en todas las facetas de juego. Ha desarrollado un buen tiro a larga distancia y su fortaleza y rapidez lo ponen como uno de los jugadores mas completos en el BSN. Ha jugado en España y jugó NCAA en Missouri Southern. Ha representado a Puerto Rico desde su juventud.,"Rio Piedras, Puerto Rico",Santurce,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322103402id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462736RX10&e=,2026-09-10T03:18:11Z
217,"Delantero zurdo, se destaca mas por su ofensiva pero ayuda mucho en la pintura, tiene buen tiro a media distancia y le brinda profundidad al banco isabelino.","Hato Rey, Puerto Rico",BAYAMON,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050905165817id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462666RWY2&e=BAYAMON,2026-09-10T03:15:43Z
236,,"Bayamon, Puerto Rico",CAYEY,2005,17,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064659id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462706RWZM&e=CAYEY,2026-09-10T03:13:22Z
238,,"Carolina, Puerto Rico",MAYAGUEZ,2005,18,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064732id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462766RX2D&e=MAYAGUEZ,2026-09-10T03:12:35Z
275,,"Santurce, Puerto Rico",CAYEY,2005,07,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064832id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462656RWXN&e=CAYEY,2026-09-10T03:19:52Z
284,"Jugador mas Valioso y Jugador mas Destacado en la temporada del 2003 al promediar 25.4 puntos, 4.2 rebotes y 2.9 asistencias. Un jugador completo en ambos lados de la cancha, penetra, tiene buen tiro a media y larga distancia y defiende.","San Juan, Puerto Rico",COAMO,2005,06,wayback_bsnpr_jugador05,https://web.archive.org/web/20050321232807id_/http://www.bsnpr.com:80/jugador05.asp?r2=462706RWZV&e=COAMO,2026-09-10T03:16:26Z
320,'Cayito' Es un jugador bien ofensivo que puede jugar de escolta tambien. Posee un buen manejo del balón y un excelente tiro a larga distancia. Es fuerte y en defensa puede detener a su oponente y es un guerrero.,"Arroyo, Puerto Rico",CAGUAS,2006,12,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234311id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462726RX0K&e=CAGUAS,2026-09-10T03:27:29Z
335,"Uno de los jugadores mas completos del BSN, excelente jugador defensivo, buen reboteador que se ha ganado el respeto de todos los jugadores del BSN. Ofensivamente puede ser uno de los mejores jugadores y esta temporada ha llegado con una excelente condición física.","Rio Piedras, Puerto Rico",SAN GERMAN,2006,17,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234427id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462676RWYB&e=SAN%20GERMAN,2026-09-10T03:28:45Z
344,,"Cataño, Puerto Rico",SANTURCE,2006,06,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234718id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462676RWYF&e=SANTURCE,2026-09-10T03:29:18Z
382,"Armador completo, buena ofensiva con sus pases y tiros certeros. Tiene buenas habilidades con el balón. En defensa es fuerte y ágil.Participó en el Pre-Mundial y Mundial del 2002 en Indianapolis.","Arecibo, Puerto Rico",SAN GERMAN,2005,09,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414065200id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462786RX33&e=SAN+GERMAN,2026-09-10T03:13:01Z
383,,,ARECIBO,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050321233520id_/http://www.bsnpr.com:80/jugador05.asp?r2=BYCOEJSEXK&e=ARECIBO,2026-09-10T03:15:15Z
385,Habilidoso con el balón e inteligente. Puede desarrollarse y ser un buen jugador ofensivo en el futuro. Es bien rápido y tiene un excelente manejo de balón.,"Bayamon, Puerto Rico",ISABELA,2005,30,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064547id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462696RWZ9&e=ISABELA,2026-09-10T03:16:59Z
386,,"Bayamon, Puerto Rico",Santurce,2005,18,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322230628id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=WOBFMNCQVQ&e=,2026-09-10T03:13:29Z
392,Jugador explosivo en la ofensiva. Con un tiro de tres confiable puede convertirse en una arma ofensiva de alto calibre.,"Cataño, Puerto Rico",CAYEY,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064715id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462756RX1P&e=CAYEY,2026-09-10T03:17:08Z
417,,"Arecibo, Puerto Rico",QUEBRADILLAS,2005,04,wayback_bsnpr_jugador05,https://web.archive.org/web/20050415172935id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=WCUDOVMNAR&e=QUEBRADILLAS,2026-09-10T03:16:49Z
461,"Graduado de la Universidad de Texas, buen jugador defensivo y en la ofensiva siempre puede aportar en doble figura.",California,Santurce,2005,15,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322103619id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462726RX0P&e=,2026-09-10T03:16:06Z
462,"Fino trespuntista, jugador fuerte pero lento. Un buen jugador viniendo del banco. Internacional con la selección nacional de Puerto Rico a comienzo de la década del noventa.","Pennsilvania, USA",COAMO,2006,05,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234826id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462706RWZS&e=COAMO,2026-09-10T03:27:12Z
488,,Massachusetts,MAYAGUEZ,2005,17,wayback_bsnpr_jugador05,https://web.archive.org/web/20050326205024id_/http://www.bsnpr.com:80/jugador05.asp?r2=VJKVUBAGXS&e=MAYAGUEZ,2026-09-10T03:12:28Z
493,,"Arecibo, Puerto Rico",QUEBRADILLAS,2006,11,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235528id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=LSWDWANJPU&e=QUEBRADILLAS,2026-09-10T03:30:39Z
498,"Vasta experiencia en el BSN, siendo nombrado Jugador mas Valioso en el 1997 al liderar a San Germán a su último campeonato ese mismo año. Ha participado internacionalmente en España, Argentina y Colombia. Fué campeón anotador en el 1996 y 1997. Internacional en la selección nacional desde su juventud y encestó el canasto clave para eliminar a Brasil en el Pre-Olímpico del 2003 en San Juan. Excelente jugador ofensivo que puede encestar virtualmente cualquier balón sin balance. En defensa puede sorprender si se lo propone.","Manhattan, New York",PONCE,2005,05,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064835id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462756RX1T&e=PONCE,2026-09-10T03:12:22Z
509,"Graduado de la Universidad de Massachusetts junto al escolta Carmelo Travieso, juntos formaron uno de los mejores dúos en la historia de la Universidad siendo rankeados #1 en la nación americana. Internacionalmente ha jugado en Polonia y Argentina. Cuenta con velocidad y un tiro confiable a media y larga distancia, puede ser descontrolado en ocasiones pero es un líder en la cancha.","Santurce, Puerto Rico",ARECIBO,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064600id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462796RX3K&e=ARECIBO,2026-09-10T03:14:39Z
514,,"Arecibo, Puerto Rico",ISABELA,2006,12,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234025id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=XVXPNUZYDF&e=ISABELA,2026-09-10T03:27:08Z
542,,"Arecibo, Puerto Rico",QUEBRADILLAS,2006,10,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119233920id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462766RX2E&e=QUEBRADILLAS,2026-09-10T03:29:36Z
555,,"Santurce, Puerto Rico",PONCE,2006,09,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234156id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462766RX28&e=PONCE,2026-09-10T03:27:58Z
574,"Uno de los mejores escoltas del BSN, graduado de la USC y con experiencia en la CBA, Grecia y Turquía. Un tirador letal a larga distancia con un tiro bastante rápido y unas buenas habilidades con el balón. Jugador fuerte y fogoso en defensa. Selección Nacional de Puerto Rico desde el 2001.","Bronx, New York",ARECIBO,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050905044535id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462776RX2X&e=ARECIBO,2026-09-10T03:13:00Z
576,,Panama,Santurce,2005,19,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322231237id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=RQHBJHFUYT&e=,2026-09-10T03:16:51Z
578,,"Arecibo, Puerto Rico",CAROLINA,2005,10,wayback_bsnpr_jugador05,https://web.archive.org/web/20050906182541id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462696RWZ3&e=CAROLINA,2026-09-10T03:22:19Z
580,,"Bayamon, Puerto Rico",ISABELA,2006,08,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235016id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462746RX1D&e=ISABELA,2026-09-10T03:29:23Z
585,,,MAYAGUEZ,2005,06,wayback_bsnpr_jugador05,https://web.archive.org/web/20050326204835id_/http://www.bsnpr.com:80/jugador05.asp?r2=NCATVSVOSZ&e=MAYAGUEZ,2026-09-10T03:16:53Z
624,"Escolta rápido, fuerte, defensivo y con experiencia. Cuenta con un buen tiro de tres y con el potencial de comenzar y anotar en grandes cantidades.","Arroyo, Puerto Rico",PONCE,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050321233443id_/http://www.bsnpr.com:80/jugador05.asp?r2=462796RX3L&e=PONCE,2026-09-10T03:13:11Z
629,"Nombrado Regreso del Año en el 2003, lideró a los Gigantes de Carolina a su única final en el 1997. Jugador bien ofensivo que puede fungir como armador.","Rio Piedras, Puerto Rico",ISABELA,2005,41,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064928id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462696RWZ4&e=ISABELA,2026-09-10T03:16:45Z
647,"Gran prospecto en la posición de delantero pequeño. Rápido, ágil y con un excelente brinco.","Bayamón, Puerto Rico",SAN GERMAN,2005,12,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414065208id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462786RX39&e=SAN+GERMAN,2026-09-10T03:13:37Z
651,,"Aguadilla, Puerto Rico",SAN GERMAN,2005,15,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414065151id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462766RX27&e=SAN+GERMAN,2026-09-10T03:13:35Z
666,"Jugador bien fuerte y sólido, debe de desarrollar su ofensiva pero tiene la juventud para alcanzar todo su potencial pronto.","Canovanas, Puerto Rico",CAROLINA,2005,19,wayback_bsnpr_jugador05,https://web.archive.org/web/20050321233020id_/http://www.bsnpr.com:80/jugador05.asp?r2=462686RWYW&e=CAROLINA,2026-09-10T03:15:52Z
713,"Tiene el potencial de jugadr de escolta o alero. Tirador derecho con buena distancia y con fina puntería, se pueden esperar grandes cosas de éste jugador en el futuro.","Rio Piedras, Puerto Rico",SANTURCE,2005,01,wayback_bsnpr_jugador05,https://web.archive.org/web/20050909163418id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=VNRVHEXWCD&e=SANTURCE,2026-09-10T03:15:19Z
721,,"Arecibo, Puerto Rico",SAN GERMAN,2005,23,wayback_bsnpr_jugador05,https://web.archive.org/web/20050903204328id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462786RX35&e=SAN+GERMAN,2026-09-10T03:13:39Z
742,,"Guaynabo, Puerto Rico",PONCE,2005,21,wayback_bsnpr_jugador05,https://web.archive.org/web/20050415172826id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=OLQUXXXGVB&e=PONCE,2026-09-10T03:13:07Z
757,"Un delantero pequeño natural, va a las tablas y tiene un excelente tiro a media distancia. No necesita irse a la zona de tres ya que con sus habilidades cerca del canasto puede ser un anotador copioso.",New York,BAYAMON,2006,04,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234212id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462676RWYG&e=BAYAMON,2026-09-10T03:28:58Z
770,"Ha gozado de una buena carrera internacional. Juega ambas posiciones de delantero, es bien defensivo pero en ofensiva cuenta con un buen tiro a media distancia. Buen rebotero y defensor con una actitud positiva. Graduado de la Universidad de Texas.","Ann Arbor, Michigan",COAMO,2006,08,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235352id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462796RX3H&e=COAMO,2026-09-10T03:27:41Z
773,Uno de los mejores prospectos como delantero pequeño. Buen tirador a larga distancia y con un buen brinco. Puede ser uno de los jugadores mas completos en el BSN. Ha jugado con el equipo nacional de Puerto Rico en diferentes competencias internacionales sub-21.,"Ponce, Puerto Rico",PONCE,2005,15,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064447id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462756RX1U&e=PONCE,2026-09-10T03:21:46Z
776,Delantero y centro experimentado siendo uno de los jugadores mas completos en la historia del BSN en ambas posiciones. Cuenta con un tiro consistente de tres y buenas habilidades ofensivas en la pintura. En defensa es efectivo y un buen reboteador.,Jamaica,SANTURCE,2006,14,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235533id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462796RX3O&e=SANTURCE,2026-09-10T03:27:45Z
777,,"San Juan, Puerto Rico",BAYAMON,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050912113303id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462726RX0Q&e=BAYAMON,2026-09-10T03:16:10Z
808,Delantero defensivo con un tiro confiable a larga distancia.,"Fajardo, Puerto Rico",SAN GERMAN,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064735id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462776RX2V&e=SAN+GERMAN,2026-09-10T03:12:42Z
812,Se ha desarrollado y pronto se establecerá como uno de los armadores mas rápidos de la liga. Posee buenas habilidades ofensivas pero su juego de transición y sus buenos pases lo han convertido en un jugador peligroso y su defensa sorprende anticipando bien los pases y parando al oponente gracias a su fogosidad.,"Rio Piedras, Puerto Rico",SAN GERMAN,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064616id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462666RWXW&e=SAN+GERMAN,2026-09-10T03:18:49Z
911,,"Ponce, Puerto Rico",ISABELA,2006,17,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119234328id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462726RX0N&e=ISABELA,2026-09-10T03:28:56Z
920,Buen jugador defensivo y ofensivo que puede ser una de las sorpresas mas gratas en el torneo del BSN. Ha participado en varias ocasiones en torneos invitacionales en los Estados Unidos.,"Queens, New York",Santurce,2005,06,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322103833id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462716RX01&e=,2026-09-10T03:13:46Z
922,"Jugador defensivo y peligroso en la ofensiva, fuerte en las tablas y bien valioso para los Atléticos.","Mayaguez, Puerto Rico",SAN GERMAN,2005,18,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414065156id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462776RX2Z&e=SAN+GERMAN,2026-09-10T03:20:51Z
932,"Uno de los mejores prospetos en la posición de armador en la nación americana y Puerto Rico. Cuenta con excelentes dotes ofensivos y ya tiene experiencia en el BSN, podría ser uno de los mejores jugadores del BSN en el futuro.","Hartford, Conneticutt",CAYEY,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050414064816id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462686RWYV&e=CAYEY,2026-09-10T03:20:34Z
943,,,ARECIBO,2005,15,wayback_bsnpr_jugador05,https://web.archive.org/web/20050415172731id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=TEEZXCWXHP&e=ARECIBO,2026-09-10T03:12:36Z
951,,"Aguadilla, Puerto Rico",PONCE,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050415172811id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=VQWQOZOXGV&e=PONCE,2026-09-10T03:18:22Z
968,"Martínez lleva cinco años destacandose en el baloncesto internacional. A sus 23 años ya ha jugado en España, Francia, Venezuela, República Dominicana y Chile. Ha estado en la selección nacional de la República Dominicana los últimos 5 años en varios eventos.",República Dominicana,Santurce,2005,,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322231455id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=PTJNVMVMKT&e=,2026-09-10T03:20:03Z
985,"Jugador bien defensivo y se ha fortalecido bastante, en ofensiva se nota un poco mas agresivo, internacional con la selección nacional de islas Vírgenes y ha tenido experiencia en Sudamérica en diferentes ligas entre ellas Brasil, Uruguay y Chile.","Santa Cruz, Islas Virgenes",COAMO,2006,00,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235950id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462716RX05&e=COAMO,2026-09-10T03:28:05Z
986,"Buen jugador en la pintura, es fuerte y puede posicionarse bien para recojer el rebote. En ofensiva puede ser explosivo teniendo un buen tiro contra la tabla y le gusta defender al hombre mas grande del contrario.","St. Thomas, Islas Virgenes",CAROLINA,2006,13,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235759id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=462726RX0D&e=CAROLINA,2026-09-10T03:27:54Z
997,"Un gran armador, rápido y fuerte con experiencia colegial en Hofstra University siendo uno de los mejores en la historia de la universidad. Es un armador que puede cargar a cualquier equipo y tiene una buena puntería en los pases.","Bayport, New York",CAYEY,2006,12,wayback_bsnpr_jugador05,https://web.archive.org/web/20061119235300id_/http://www.bsnpr.com/jugador05.asp?r=xxx&r2=VNVDFVOFKE&e=CAYEY,2026-09-10T03:27:52Z
1011,"Nombrado Jugador mas Valioso en la temporada del 1998 y en las finales del 1990,1992 y 1993. Ha jugado internacionalmente en Argentina con el club Olimpia Venado Tuerto en donde promedió 15.8 puntos por encuentro. Armador bien inteligente, ordenado con excelentes habilidades ofensivas en el 'clutch', tiene un buen tiro a larga distancia y eleva su nivel de juego en los playoffs y en la carretera. Tiene buenas habilidades con el balón. En defensa es uno de los mejores armadores en Puerto Rico.","Ponce, Puerto Rico",Santurce,2005,04,wayback_bsnpr_jugador05,https://web.archive.org/web/20050322103055id_/http://www.bsnpr.com:80/jugador05.asp?r=xxx&r2=462756RX1V&e=,2026-09-10T03:14:43Z
