season,team_raw,serie,jersey,player_raw,games,minutes,fgm,fga,tpm,tpa,ftm,fta,dreb,treb,ast,stl,blk,tov,pts,ppg,fg_pct,confidence,source_id,source_url,retrieved_at,capture_date
2001,Vaqueros de Bayamon,,0,"Richard, J.",26,682,90,151,0,0,41,75,146,236,31,13,55,59,221,8.5,0.596,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,4,"Western, F.",24,792,219,386,0,4,88,105,121,170,57,29,6,56,526,21.92,0.567,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,5,"Ortiz, R.",17,145,17,34,4,15,5,6,9,12,29,3,1,17,43,2.53,0.5,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,6,"Travieso, C.",26,815,151,356,101,246,19,28,83,101,61,44,5,54,422,16.23,0.424,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,9,"Salgado, G.",17,87,20,43,2,2,10,17,13,22,4,3,4,6,52,3.06,0.465,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,10,"Cruz, A.",11,110,22,46,7,20,9,17,9,13,19,7,0,11,60,5.45,0.478,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,12,"Padilla, E.",26,641,87,192,25,56,49,65,84,91,152,51,9,78,248,9.54,0.453,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,13,"Leon, E.",7,27,4,12,0,1,0,0,10,12,1,0,0,5,8,1.14,0.333,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,13,"Payano, C.",12,203,49,102,18,45,17,20,26,37,11,9,2,19,133,11.08,0.48,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,15,"Latimer, A.",14,356,65,157,11,35,40,66,53,85,20,2,7,38,181,12.93,0.414,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,15,"Novas, R.",11,122,18,31,0,1,14,21,33,47,1,0,2,6,50,4.55,0.581,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,17,"Mincy, J.",25,568,95,215,25,69,66,84,83,125,33,11,5,46,281,11.24,0.442,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,20,"Rivera, J.",10,32,3,8,0,0,5,8,1,2,4,2,0,8,11,1.1,0.375,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,22,"Apodaca, R.",4,68,17,36,4,15,4,5,8,11,5,5,0,5,42,10.5,0.472,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,32,"Santiago, E.",26,382,37,94,14,37,17,20,40,54,79,32,0,28,105,4.04,0.394,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,33,"Aponte, E.",7,21,6,9,0,0,3,4,2,4,1,0,0,0,15,2.14,0.667,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,44,"Rodriguez, J.",12,70,11,30,0,0,4,8,14,29,1,0,3,6,26,2.17,0.367,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Vaqueros de Bayamon,,55,"Santiago, D.",6,129,27,51,0,3,7,17,24,29,4,4,7,16,61,10.17,0.529,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010708052714id_/http://www.bsnpr.com:80/equiposstat.asp?t=BA,2026-09-08T13:56:14Z,2001-07-08
2001,Polluelos de Aibonito,Serie Regular,4,"Lopez, A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,4,"Lopez, M.",22,740,151,276,1,14,54,105,60,84,160,34,3,59,357,16.23,0.547,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,5,"Camacho, L.",9,31,2,12,0,3,2,2,3,3,7,2,0,6,6,0.67,0.167,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,6,"Valentin, O.",6,14,4,7,0,1,3,6,0,1,1,2,0,4,11,1.83,0.571,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,7,"Lozano, J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,7,"Lozada, Z.",6,15,0,2,0,1,0,0,7,7,0,0,0,3,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,8,"Hidalgo, C.",26,493,104,213,39,116,25,42,22,39,25,24,4,23,272,10.46,0.488,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,9,"Rodriguez, E.",23,634,81,231,45,121,29,46,45,66,49,35,7,31,236,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,10,"Melendez, O.",26,735,126,264,12,56,44,61,110,176,36,18,36,55,308,11.85,0.477,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,11,"Rodriguez, E.",2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,11,"Venzen, G.",13,159,26,55,7,22,12,25,24,38,2,7,3,18,71,5.46,0.473,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,12,"Hernandez, J.",13,309,47,97,17,43,20,24,18,25,55,17,1,35,131,10.08,0.485,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,13,"Rosario, R.",4,57,11,23,4,9,3,5,5,8,3,1,0,9,29,7.25,0.478,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,13,"Torres, D.",4,11,2,6,1,1,2,2,1,2,0,1,0,1,7,1.75,0.333,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,14,"Rodriguez, E.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,15,"Berges, P.",10,39,2,6,0,0,2,2,6,6,1,0,2,1,6,0.6,0.333,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,16,"Murray, J.",26,886,113,199,0,0,67,128,141,223,32,26,13,55,293,11.27,0.568,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,17,"Wilson, M.",26,985,229,483,60,168,86,109,229,289,70,34,27,92,604,23.23,0.474,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Polluelos de Aibonito,Serie Regular,18,"Rivera, A.",18,113,5,14,0,0,4,10,16,30,4,2,0,8,14,0.78,0.357,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804035158id_/http://bsnpr.com:80/equiposstat.asp?t=AI++++++++&serie=1,2026-09-08T13:56:18Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,7,"Cotte, J.",23,354,43,110,23,64,20,35,36,44,50,11,1,34,129,5.61,0.391,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,8,"Figueroa, A.",21,488,95,213,26,94,56,84,37,63,29,34,4,21,272,12.95,0.446,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,9,"Garcia, Y.",16,175,34,86,13,47,7,12,6,15,8,5,0,11,88,5.5,0.395,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,10,"Cidre, G.",5,9,1,2,0,0,1,2,0,1,4,1,0,2,3,0.6,0.5,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,11,"Chiaramello, O.",20,278,36,76,0,0,5,14,49,82,13,16,16,19,77,3.85,0.474,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,12,"Nieves, J.",10,142,7,33,6,24,4,6,8,11,11,4,0,4,24,2.4,0.212,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,14,"Rivera, J.",24,680,137,261,3,15,35,51,135,177,32,21,22,55,312,13.0,0.525,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,15,"Barrientos, A.",5,18,2,5,0,0,0,0,2,3,1,1,0,0,4,0.8,0.4,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,17,"Martinez, E.",10,62,14,31,5,12,9,14,11,21,1,6,2,7,42,4.2,0.452,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,18,"Cortes, D.",20,183,47,93,12,32,17,21,13,25,10,14,6,12,123,6.15,0.505,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,20,"Alicea, P.",12,381,42,108,23,69,15,25,35,46,97,8,0,30,122,10.17,0.389,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,20,"Rivera, R.",6,14,3,9,1,2,1,2,1,3,0,3,0,3,8,1.33,0.333,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,21,"Rivera, O.",21,162,21,61,12,32,11,18,11,13,23,9,2,11,65,3.1,0.344,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,22,"Rodriguez, I.",5,12,2,2,0,0,0,0,0,1,1,1,0,2,4,0.8,1.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,25,"Hill, K.",9,247,43,103,5,22,12,18,53,85,49,6,3,34,103,11.44,0.417,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,25,"Higgs, N.",16,562,134,281,32,97,101,132,114,147,56,31,6,60,401,25.06,0.477,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,31,"Cruz, R.",26,617,114,231,18,51,61,77,57,73,79,23,5,75,307,11.81,0.494,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,32,"Calderon, A.",17,122,18,26,0,0,6,11,18,35,2,4,3,8,42,2.47,0.692,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Capitanes de Arecibo,Serie Regular,33,"Rolon, J.",26,694,153,281,2,25,49,70,63,155,43,12,2,63,357,13.73,0.544,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804041013id_/http://bsnpr.com:80/equiposstat.asp?t=AR++++++++&serie=1,2026-09-08T13:56:19Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,4,"Colon, A.",26,743,127,269,21,71,55,68,39,63,39,37,9,50,330,12.69,0.472,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,5,"Rivera, A.",10,36,8,15,4,9,3,6,5,7,1,0,0,1,23,3.17,0.4,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,6,"Burgos, G.",24,248,28,70,12,41,6,16,12,16,42,13,0,18,74,3.08,0.4,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,7,"Davila, M.",26,761,72,212,28,100,44,60,68,104,155,29,1,54,216,8.31,0.34,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,8,"Farmer, A.",26,952,171,432,83,232,153,185,158,212,74,32,19,60,578,22.23,0.396,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,10,"Rivera, A.",6,37,6,15,2,9,5,7,2,5,1,0,0,4,19,3.17,0.4,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,11,"Nieves, J.",26,424,98,216,57,147,35,45,32,39,20,17,1,31,288,11.08,0.454,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,14,"Allende, L.",26,837,130,281,55,139,62,71,94,135,45,22,7,69,377,14.5,0.463,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,15,"Rivas, L.",26,407,120,206,7,14,40,76,83,139,11,8,15,49,287,11.04,0.583,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,20,"Rivera, H.",9,67,9,25,3,14,0,0,11,21,9,5,1,5,21,2.33,0.36,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,21,"Rodriguez, A.",14,97,6,18,3,12,8,16,7,10,25,12,0,9,23,1.64,0.333,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,25,"Carrasquillo, A.",25,602,84,183,18,59,25,48,126,180,40,20,46,41,211,8.44,0.459,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,25,"Carrasquillo, T.",1,25,4,5,0,0,0,0,5,6,1,0,2,1,8,8.0,0.8,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,32,"Sanchez, R.",7,14,5,11,3,7,0,0,1,1,1,0,1,1,13,1.86,0.455,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,34,"Bonilla, K.",3,11,1,3,0,1,0,0,0,0,2,0,0,0,2,0.67,0.333,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,35,"Lopez, R.",3,5,1,1,0,0,2,2,1,2,0,0,0,2,4,1.33,1.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,36,"Ramos, P.",3,8,0,2,0,0,0,2,2,2,1,0,1,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Criollos de Caguas,Serie Regular,36,"Torres, P.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804042157id_/http://bsnpr.com:80/equiposstat.asp?t=CA++++++++&serie=1,2026-09-08T13:56:22Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,4,"Caraballo, J.",6,17,4,9,1,4,4,4,1,3,1,3,0,3,13,2.17,0.444,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,5,"Rivera, R.",21,255,49,111,20,55,13,21,27,43,15,11,3,11,131,6.24,0.441,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,6,"Escalera, C.",25,837,165,373,51,157,66,88,85,121,90,46,18,69,447,17.88,0.442,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,7,"Berdiel, A.",2,46,6,16,3,6,4,6,3,3,5,4,0,0,19,9.5,0.375,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,7,"Berdiel, M.",17,217,20,67,4,20,18,27,21,27,27,6,1,33,62,3.65,0.299,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,8,"Ortiz, P.",5,10,1,3,0,0,2,2,0,0,0,1,0,1,4,0.8,0.333,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,9,"Payano, C.",14,470,80,191,20,63,42,60,52,66,27,14,7,35,222,15.86,0.419,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,10,"Rivera, F.",26,806,122,237,20,74,75,106,53,77,98,55,5,59,339,13.04,0.515,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,11,"Rivera, L.",5,40,5,12,2,4,4,7,1,2,3,4,0,2,16,3.2,0.417,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,12,"Miller, I.",25,713,128,265,47,111,81,115,92,140,68,48,7,69,384,15.36,0.483,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,13,"Leon, F.",11,50,8,10,0,0,2,5,5,6,2,0,0,7,18,1.64,0.8,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
2001,Maratonistas de Coamo,Serie Regular,14,"Frazer, R.",18,183,24,38,0,1,2,8,24,44,9,1,3,8,50,2.78,0.632,single-source,wayback_bsnpr_root,https://web.archive.org/web/20010804061230id_/http://bsnpr.com:80/equiposstat.asp?t=CO++++++++&serie=1,2026-09-08T13:56:26Z,2001-08-04
