season,team_raw,serie,jersey,player_raw,games,minutes,fgm,fga,tpm,tpa,ftm,fta,dreb,treb,ast,stl,blk,tov,pts,ppg,fg_pct,confidence,source_id,source_url,retrieved_at,capture_date
2003,Cangrejeros de Santurce,Serie Regular,44,"Aubry, J.",1,15,4,7,0,0,0,1,3,6,1,0,0,2,8,8.0,0.571,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425231941id_/http://bsnpr.com:80/equiposstat.asp?t=SA&serie=1,2026-09-08T14:02:37Z,2003-04-25
2003,Cangrejeros de Santurce,Serie Regular,44,"Garcia, E.",2,19,4,9,2,5,2,2,1,1,2,2,0,1,12,6.0,0.444,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425231941id_/http://bsnpr.com:80/equiposstat.asp?t=SA&serie=1,2026-09-08T14:02:37Z,2003-04-25
2003,Cangrejeros de Santurce,Serie Regular,55,"Marrero, M.",7,27,8,13,0,0,0,0,3,10,0,0,1,6,16,2.29,0.615,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425231941id_/http://bsnpr.com:80/equiposstat.asp?t=SA&serie=1,2026-09-08T14:02:37Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,0,"Richards, J.",1,28,5,8,0,0,1,2,1,3,2,0,4,4,11,11.0,0.625,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,1,"Ortiz, I.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,4,"Rosas, S.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,5,"Borges, D.",1,8,0,3,0,2,0,0,0,0,0,1,0,1,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,6,"Escalera, C.",1,39,8,15,1,5,10,10,3,3,4,1,0,5,27,27.0,0.533,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,7,"Rivera, P.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,8,"Farmer, A.",1,36,2,11,1,6,3,3,6,7,1,0,0,2,8,8.0,0.182,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,9,"Caraballo, J.",1,20,5,7,1,3,1,2,2,2,3,0,0,1,12,12.0,0.714,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,10,"Laguer, A.",1,1,1,2,1,1,0,0,0,0,0,0,0,0,3,3.0,0.5,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,11,"Ortiz, F.",1,28,6,11,2,5,3,5,1,2,1,2,0,1,17,17.0,0.545,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,12,"Miller, I.",1,11,2,3,0,0,0,2,1,1,0,0,0,0,4,4.0,0.667,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,13,"Facey, V.",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,15,"Myers, G.",1,6,0,1,0,0,0,0,1,1,0,1,0,1,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,18,"Bailey, C.",1,19,2,3,0,0,1,2,1,1,2,3,0,0,5,5.0,0.667,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Maratonistas de Coamo,Serie Regular,44,"Casablanca, F.",1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,3.0,1.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030425233141id_/http://bsnpr.com:80/equiposstat.asp?t=CO&serie=1,2026-09-08T14:03:10Z,2003-04-25
2003,Titanes de Morovis,Serie Regular,4,"De Jesus, A.",14,429,50,124,23,61,19,30,20,29,59,19,3,31,142,10.14,0.403,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,4,"Lopez, A.",3,95,17,37,1,4,11,13,5,6,14,3,0,14,46,15.33,0.459,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,4,"Lopez, M.",3,109,16,42,2,5,6,9,5,8,23,2,0,8,40,13.33,0.381,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,5,"Nieves, I.",8,33,1,12,0,9,0,0,2,3,4,0,0,0,2,0.25,0.083,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,6,"Liriano, A.",22,224,27,75,3,17,13,22,18,38,5,6,9,20,70,3.18,0.36,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,8,"Rivera, J.",3,9,2,5,1,4,0,2,1,1,1,1,0,1,5,1.67,0.4,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,9,"Butler Jr., M.",4,9,1,1,1,1,0,0,0,0,1,0,0,1,3,0.75,1.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,10,"Pagan, W.",16,587,100,234,28,75,73,92,49,57,95,21,2,41,301,18.81,0.427,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,11,"Carrasquillo, A.",3,76,4,10,1,2,1,2,17,21,2,3,2,3,10,3.33,0.4,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,11,"Febres, A.",1,13,2,4,0,0,1,3,0,0,0,0,0,1,5,5.0,0.5,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,11,"Johnson, R.",12,117,17,54,5,19,9,13,9,14,8,7,0,13,48,4.0,0.315,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,11,"Narvaez, M.",6,150,27,63,0,0,9,18,30,50,3,1,2,13,63,10.5,0.429,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,12,"Corales, E.",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,12,"Morales, E.",17,220,26,59,7,27,11,21,15,18,30,12,1,19,70,4.12,0.441,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,13,"Vega, C.",15,292,46,109,11,41,15,22,13,24,14,12,1,25,118,7.87,0.422,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,15,"Butler, M.",23,309,41,96,4,18,18,24,54,92,8,4,1,19,104,4.52,0.427,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,16,"Brow, F.",8,41,5,7,0,0,0,0,0,3,0,0,1,5,10,1.25,0.714,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,20,"Nieves, R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,21,"Collazo, C.",16,109,8,22,0,0,6,8,17,29,3,2,1,10,22,1.38,0.364,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,33,"Mendez, M.",20,178,19,43,0,0,9,11,28,47,5,5,4,19,47,2.35,0.442,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,44,"Daily, K.",23,771,154,357,52,140,46,59,60,104,45,24,11,58,406,17.65,0.431,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
2003,Titanes de Morovis,Serie Regular,45,"Davis, N.",23,827,164,312,0,2,101,166,227,320,40,24,40,87,429,18.65,0.526,single-source,wayback_bsnpr_root,https://web.archive.org/web/20030610081322id_/http://bsnpr.com:80/equiposstat.asp?t=MO,2026-09-08T14:03:35Z,2003-06-10
