game_id,season,date,team_raw,jersey,player_raw,bsnpr_id,minutes,fg2m,fg2a,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,pf,tov,pts,box_check,confidence,source_id,source_url,retrieved_at
BS21001,2001,2001-05-16,BAYAMON,0,"Richard, Jaja",,32,6,9,0,0,3,7,4,2,6,1,2,2,3,3,15,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,BAYAMON,12,"Padilla, Edgar",,22,3,4,1,3,0,1,0,2,2,1,1,0,4,2,9,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,BAYAMON,15,"Latimer, Antonio",193,26,3,11,0,2,3,4,1,5,6,2,0,0,0,1,9,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,BAYAMON,17,"Mincy, Jerome",1032,20,4,8,0,1,4,6,0,3,3,0,0,0,4,2,12,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,BAYAMON,32,"Santiago, Eddin",502,18,2,3,0,0,0,0,0,1,1,1,0,0,1,1,4,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,BAYAMON,4,"Western, Franklyn",,35,4,10,0,0,3,4,2,5,7,1,2,0,0,1,11,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,BAYAMON,5,"Ortiz, Reyes",,15,2,2,1,2,2,2,0,0,0,0,0,0,4,1,9,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,BAYAMON,6,"Travieso, Carmelo",,25,4,5,1,6,0,0,1,4,5,1,1,0,3,6,11,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,BAYAMON,9,"Salgado, Gustavo",,7,1,3,0,0,0,0,2,0,2,1,1,1,0,0,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,1,"Lopez, Jose",,5,0,1,0,0,2,2,1,1,2,0,0,0,3,1,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,12,"Houroutunier, Rolando",,24,3,4,0,2,3,4,2,1,3,3,0,0,2,1,9,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,31,"Rosario, Rich",,9,2,3,0,0,0,1,1,0,1,0,0,0,0,1,4,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,33,"Falcon, Alex",,18,6,6,0,0,1,2,2,3,5,2,0,0,3,2,13,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,4,"Ortiz, Jose",,28,6,15,0,2,1,1,0,9,9,3,1,2,3,2,13,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,42,"Aubry, Jeffrey",,9,1,2,0,0,0,0,2,3,5,1,0,1,4,0,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,44,"Bocachica, Armando",,13,1,3,1,1,0,0,2,0,2,0,0,0,2,2,5,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,5,"Santiago, Orlando",,33,4,4,3,6,3,5,0,1,1,10,4,0,1,1,20,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,55,"Butler, Mario",,4,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,7,"Arroyo, Carlos",273,28,6,10,0,3,3,3,0,3,3,4,0,0,2,3,15,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,8,"Johnson, Dave",444,26,6,6,0,3,0,0,1,9,10,2,0,1,3,1,12,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21001,2001,2001-05-16,SANTURCE,9,"Santiago, Edwin",,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011005142001id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21001&grupo=,2026-09-08T15:37:09Z
BS21002,2001,2020-05-16,CAGUAS,14,"Allende, Luis",,31,3,4,2,5,3,6,1,0,1,2,0,2,1,3,15,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,15,"Rivas, Luis",,15,2,4,0,0,3,4,3,1,4,0,0,0,4,0,7,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,20,"Rivera, Hecmar",,7,1,1,0,0,0,0,2,0,2,1,0,0,1,2,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,21,"Rodriguez, Andres",87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,22,"Nieves, Josue",,13,2,5,1,6,0,0,0,1,1,0,1,0,2,1,7,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,25,"Carrasquillo, Antonio",,29,5,6,2,2,0,0,2,9,11,0,1,0,2,3,16,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,32,"Sanchez, Ricardo",,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,34,"Bonilla, Kelvin",,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,35,"Lopez, Ramsey",,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,4,"Colon, Angel",,25,6,9,0,1,2,2,0,0,0,2,3,0,4,2,14,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,5,"Rivera, Ahmed",,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,6,"Burgos, Gary J",,5,1,1,0,0,0,0,0,1,1,0,0,0,2,1,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,7,"Davila, Michelo",1660,33,0,4,1,3,0,0,0,3,3,5,0,0,2,3,3,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,CAGUAS,8,"Farmer, Tony",,32,6,8,3,11,7,9,1,7,8,6,2,0,1,0,28,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,10,"Rivera, Filiberto",704,30,4,6,0,2,2,2,0,0,0,6,4,1,1,2,10,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,12,"Miller, Ira",,20,2,2,1,2,0,0,0,2,2,1,0,0,2,1,7,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,13,"Leon, Francisco",,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,14,"Frazer, Rolando",,8,0,1,0,0,0,2,1,0,1,0,0,1,1,0,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,15,"Luna, Manuel",,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,16,"Rivera, Angel",,9,1,1,0,0,4,6,1,2,3,1,1,0,4,1,6,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,17,"Watson, Antonio",,30,8,17,0,0,1,2,8,3,11,0,1,0,3,7,17,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,4,"Caraballo, Jose",,2,1,2,0,1,0,0,2,0,2,0,0,0,0,0,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,44,"Casablanca, Fernando",,10,3,4,0,0,3,4,1,3,4,0,0,0,3,0,9,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,5,"Rios, Roberto",2076,12,1,2,0,2,0,0,1,0,1,1,2,0,1,1,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,6,"Escalera, Carlos",284,38,2,9,1,7,0,0,1,7,8,3,1,1,3,5,7,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,8,"Ortiz, Pedro",,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21002,2001,2020-05-16,COAMO,9,"Payano, Carlos",,34,8,10,1,6,1,2,1,6,7,3,2,1,2,2,20,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213643id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21002,2026-09-08T15:38:44Z
BS21003,2001,2001-05-17,AIBONITO,10,"Melendez, Orlando",,29,5,7,0,3,0,1,2,7,9,1,0,1,4,3,10,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,AIBONITO,12,"Hernandez, Jason",,20,1,2,3,4,2,4,0,0,0,2,0,0,2,2,13,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,AIBONITO,16,"Murray, Joe",1286,32,1,5,0,0,2,6,4,6,10,2,0,0,4,5,4,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,AIBONITO,17,"Wilson, Monti",,38,6,9,3,7,3,6,2,10,12,4,1,1,4,1,24,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,AIBONITO,18,"Rivera, Axel",,8,1,3,0,0,0,0,0,3,3,0,0,0,2,1,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,AIBONITO,4,"Lopez, Michael",143,32,8,12,0,0,3,4,1,3,4,4,3,0,2,2,19,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,AIBONITO,8,"Hiraldo, Christopher",,11,1,2,1,3,0,0,0,0,0,1,0,0,0,0,5,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,AIBONITO,9,"Rodriguez, Erick",624,30,2,6,2,7,0,2,1,1,2,0,2,0,3,3,10,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,ISABELA,10,"Santos, Xiomer",,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,ISABELA,11,"Quinonez, Joel",,37,5,8,2,8,5,6,2,2,4,2,1,0,3,1,21,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,ISABELA,12,"Lopez, Jose",,15,1,7,0,0,5,6,2,3,5,0,1,0,0,1,7,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,ISABELA,13,"Fernandez, Erick",,21,1,4,0,3,0,0,2,3,5,2,0,0,5,2,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,ISABELA,2,"Rivera, Eddie",,27,4,7,1,2,3,4,0,2,2,0,2,0,4,3,14,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,ISABELA,23,"Benzen, Gilberto",,36,2,6,2,4,2,2,2,2,4,1,1,1,1,2,12,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,ISABELA,45,"Lee, Kenny",,37,7,12,0,0,1,1,5,10,15,0,0,2,3,4,15,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21003,2001,2001-05-17,ISABELA,48,"Machado, Adrian",,21,2,2,3,9,0,0,0,7,7,1,0,1,5,2,13,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011111213858id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21003,2026-09-08T15:38:46Z
BS21004,2001,2001-05-17,MAYAGUEZ,10,"Guibert, Andres",,35,7,9,1,2,4,4,2,5,7,2,4,1,3,2,21,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,MAYAGUEZ,12,"Vega, Orlando",1759,32,4,11,2,5,0,2,1,7,8,3,0,1,0,3,14,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,MAYAGUEZ,13,"Brown, Tyler",,22,2,3,1,4,2,4,1,2,3,0,1,0,3,1,9,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,MAYAGUEZ,14,"Borrell, Lazaro",,40,11,15,0,0,9,10,4,5,9,3,2,0,0,5,31,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,MAYAGUEZ,17,"Martinez, Freddy",,8,0,0,2,3,0,0,0,0,0,0,0,0,0,0,6,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,MAYAGUEZ,18,"Vazquez, De Juan",,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,4,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,MAYAGUEZ,19,"Latson, Therome",,5,1,2,0,0,0,0,1,2,3,0,0,0,2,1,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,MAYAGUEZ,6,"Garcia, Elmyr",,18,1,2,1,4,0,0,1,0,1,2,0,0,2,0,5,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,MAYAGUEZ,9,"Carter, James",,37,6,9,0,4,2,4,0,5,5,11,1,0,2,0,14,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,QUEBRADILLAS,11,"Curbelo, Joel",,40,5,10,5,6,2,2,0,2,2,3,1,0,3,3,27,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,QUEBRADILLAS,12,"Colon, Francisco",,38,4,4,1,4,0,0,1,4,5,1,3,0,4,2,11,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,QUEBRADILLAS,13,"Gonzalez, Javier",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,QUEBRADILLAS,14,"King, Kirk",,40,9,16,1,2,1,2,3,11,14,3,0,1,0,4,22,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,QUEBRADILLAS,16,"Johnson, Rahim",,28,4,6,1,1,0,0,0,2,2,3,1,2,5,0,11,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,QUEBRADILLAS,17,"Morales, Alfredo",,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,QUEBRADILLAS,5,"Dalmau, Raymond",,40,5,8,4,10,4,6,0,2,2,14,2,0,2,6,26,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21004,2001,2001-05-17,QUEBRADILLAS,6,"Arrufat, Eduardo",,12,2,2,1,3,0,0,0,1,1,1,1,0,3,0,7,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20020429161809id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21004&grupo=,2026-09-08T15:42:38Z
BS21005,2001,2001-05-17,GUAYAMA,10,"Rivera, Carlos",338,16,1,3,0,0,0,0,0,2,2,2,1,0,2,1,2,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224150148id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21005&grupo=,2026-09-08T15:41:14Z
BS21005,2001,2001-05-17,GUAYAMA,11,"Carter, James",,40,5,12,1,3,4,4,0,1,1,5,0,0,4,3,17,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224150148id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21005&grupo=,2026-09-08T15:41:14Z
BS21005,2001,2001-05-17,GUAYAMA,13,"Benson, Mark",,19,0,2,4,7,0,0,2,2,4,0,0,0,0,1,12,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224150148id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21005&grupo=,2026-09-08T15:41:14Z
BS21005,2001,2001-05-17,GUAYAMA,14,"Voce, Gary",,20,3,5,0,0,3,4,1,5,6,1,0,0,1,0,9,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224150148id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21005&grupo=,2026-09-08T15:41:14Z
BS21005,2001,2001-05-17,GUAYAMA,15,"Rivera, David",,19,2,3,1,3,0,0,3,2,5,3,0,0,4,2,7,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224150148id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21005&grupo=,2026-09-08T15:41:14Z
BS21005,2001,2001-05-17,GUAYAMA,18,"Rosario, Jose",,21,4,9,0,0,1,1,1,3,4,1,0,0,3,2,9,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224150148id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21005&grupo=,2026-09-08T15:41:14Z
BS21005,2001,2001-05-17,GUAYAMA,33,"Paniagua, Angel",,28,4,6,2,4,1,2,1,5,6,1,0,0,3,3,15,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224150148id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21005&grupo=,2026-09-08T15:41:14Z
BS21005,2001,2001-05-17,GUAYAMA,55,"Weily, Joe",,37,5,11,0,0,5,5,1,6,7,0,0,0,4,3,15,ok,single-source,wayback_bsnpr_games,https://web.archive.org/web/20011224150148id_/http://www.bsnpr.com:80/gamestatwide.asp?r=BS21005&grupo=,2026-09-08T15:41:14Z
